Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
3h2ptMAJfBI7MFW4z7smog,Vail Steakhouse,13005 E Benson Hwy,Vail,AZ,85641,32.0256088,-110.7144349,3.0,53,0,1,1,2,1,1,0,1,0,1,0,0,4,0,9405,7105,1461,101108,113613,21753
gtiGtVIWIXsGhZKWdzVMWg,McKenna's Kitchen,1901 Darby Rd,Havertown,PA,19083,39.9843712,-75.3068855,4.5,91,0,1,1,2,1,1,1,1,0,1,0,0,4,0,13002,8471,3129,102055,126369,35878
Zm0gXfbwqa8vfBgsMx7otg,Bar-B-Cutie,326 Harding Pl,Nashville,TN,37211,36.0870174,-86.6944148,3.0,39,1,0,1,1,1,1,0,1,1,1,0,0,1,0,29353,11228,13064,59075,75023,74755
AGq2HJ5ea5BTPM5lQDZKgA,Oki Nago Japanese Seafood Buffet,2712 N Arnoult Rd,Metairie,LA,70002,30.0008443,-90.1608247,3.0,40,0,0,1,2,1,1,0,1,0,1,0,0,4,0,8954,3438,4225,56361,81822,18879
Pcyx4NFLTKRF5bdynKI9Pg,Windward Bar and Grill,282 Windward Passage,Clearwater Beach,FL,33767,27.9776048909,-82.8174431708,4.5,80,1,1,1,2,1,1,0,1,1,1,0,1,4,0,4049,2123,1706,87340,143679,8007
3mu3ijii3J4WYDQz-RxCMA,Trattoria A,1210 W Main St,Franklin,TN,37064,35.9174379,-86.8818644,4.0,42,1,0,1,2,1,0,0,1,1,0,1,0,3,0,21795,14497,4934,105342,134928,48118
1e__0VDUwZ2Jb6pt65NjgA,Chickie's & Pete's,5035 Township Line Rd,Drexel Hill,PA,19026,39.9536618,-75.3235909,2.5,172,1,0,1,2,1,1,1,1,1,1,0,1,3,0,11854,5471,4066,73762,98812,30738
Xf7j8TdmcFpiThqW9UMziA,Arni's,4705 E 96th St,Indianapolis,IN,46240,39.925618,-86.090609,4.0,293,1,1,1,2,1,1,1,1,1,1,0,0,4,0,10165,3497,6021,56744,97368,18731
xQE1fuwKCXJEBcJgSSCNbw,Urban Farmer Philadelphia,1850 Benjamin Franklin Pkwy,Philadelphia,PA,19103,39.957207,-75.1699827,4.0,597,1,1,1,3,1,1,1,1,1,1,0,1,4,0,15765,3571,11832,79110,134268,21908
bnf_heNHK8s9RUc0prursQ,Jalapeño's Bar & Grill - Franklin,8799 W Franklin Rd,Boise,ID,83709,43.604676,-116.2915681,3.5,119,0,1,1,2,1,1,1,1,1,1,1,1,4,0,21787,12577,6435,74941,93384,50034
KlI-Oun1Vab_2SWp-lEeHg,Shlomo Gourmet,,Palm Harbor,FL,34684,28.0715767,-82.723924,3.0,59,1,1,1,1,1,1,0,1,1,1,0,0,1,0,13173,5854,5766,56682,76217,25847
E5BpOjF7-lIwScG4J5yHuA,The New American Bistro,217 Morton Ave,Folsom,PA,19033,39.8849875743,-75.3309091696,4.0,64,1,0,1,2,1,1,1,1,1,1,0,0,4,0,3007,1743,887,83642,97819,7777
_t01hjhgbCX6i04x9G6J5Q,Blue Coast Burrito,500 Church St,Nashville,TN,37219,36.1632287445,-86.7804631,3.0,30,1,1,1,1,1,1,0,1,1,0,0,0,4,0,777,137,640,85463,87750,1162
T4E23iml3us2oH_OVGBr4Q,Gandhi Cuisine of India,150 W Fort Lowell Rd,Tucson,AZ,85705,32.2654405,-110.9736225,4.0,194,1,0,1,1,1,1,1,1,0,1,0,0,4,0,24304,6115,12791,30885,42888,57521
2XauDuKduE3L6WrT3mgWlA,Pizza Hut,4200 S East St,Indianapolis,IN,46227,39.7041073932,-86.1495763063,1.5,37,1,0,1,1,1,1,0,1,0,1,0,0,4,0,22360,7952,10190,44873,59720,57086
9FYoGKO-d6LEgQzs-gVawA,"Desmond Hotel Malvern, a DoubleTree by Hilton",1 Liberty Blvd,Malvern,PA,19355,40.0556379212,-75.5269138112,3.0,87,0,1,1,2,1,0,1,0,1,1,0,0,4,0,10090,6457,2800,133686,187043,24760
CaQNvsHVpWuDWTyHVyuU_Q,Los Cuatro Vientos,145 Casazza Dr,Reno,NV,89502,39.5076894,-119.8020731,4.0,94,0,0,1,1,1,1,0,1,0,1,0,0,4,0,18616,6344,8448,48782,65655,43566
jL3R9dm_1sLRCAdINzpJDw,Bangkok Cuisine Express,6170 Mae Anne Ave,Reno,NV,89523,39.5276327457,-119.8848424825,4.0,169,0,0,1,2,1,1,0,1,0,1,0,0,4,0,14986,7243,5881,82902,104737,31373
1PGF-zUnu2uxHqRWo06k7Q,Toscano Ristorante,136 Farnsworth Ave,Bordentown,NJ,8505,40.1474438,-74.7131652,4.5,236,0,1,1,3,1,0,1,1,0,1,0,0,4,0,6729,3263,2192,95776,116164,17736
OPY3LH0XkYrczLk0NcmRig,Tu's Tea & Banh Mi Northeast Philly,"5520 Whitaker Ave, Ste 10",Philadelphia,PA,19124,40.0356633,-75.1006256,4.0,52,1,0,1,1,1,1,0,1,0,1,0,0,1,0,22837,6329,7594,36884,56264,66691
y4xwjaoMiM-IX27KbBX1-A,Leandro's Pizza House,62 S 69th St,Upper Darby,PA,19082,39.9600077,-75.2588326,4.5,48,0,0,0,1,1,1,0,1,0,0,0,0,4,0,15251,5637,5129,45569,62906,40997
CQkbjIY5Jb9qJyHbTADMDA,Avenue Scoop,932 E Passyunk Ave,Philadelphia,PA,19147,39.9371964,-75.1548121,4.5,38,0,1,1,1,1,1,0,1,1,1,0,0,1,0,18239,6207,10326,86147,128426,36228
JykoUULAfF60rAp3gjlvVw,Mariscos Chihuahua,1009 N Grande Ave,Tucson,AZ,85745,32.2348577,-110.9905043,4.5,254,0,1,1,2,1,1,0,1,0,1,0,0,4,0,16596,5729,7467,54996,75437,37006
ktABeGxJ-259ctf5yCoPuw,Zionsville Pizzeria,255 S Main St,Zionsville,IN,46077,39.9494373,-86.2612734,3.5,53,1,1,1,2,1,1,0,1,1,1,0,0,4,0,10829,8241,1693,140092,187445,24512
gltppHhVxJN9ETmQM6BFxg,MOD Pizza,"4945 S Virginia St, Suite A",Reno,NV,89502,39.4805013,-119.7913139,4.5,313,1,1,1,2,1,1,0,1,0,1,1,0,2,0,18616,6344,8448,48782,65655,43566
LSGDvJrw_sWQQ9P-fFPhaQ,The Flavor Spot,6417 Rising Sun Ave,Philadelphia,PA,19111,40.0498721,-75.0950258,3.0,37,1,0,1,2,1,1,0,1,1,1,0,0,1,0,24355,9602,8521,51567,69823,63090
TwZnsqJCFncURCDQoEypSg,Joyful Garden,829 N Tatnall St,Wilmington,DE,19801,39.7450871,-75.5511762,2.5,34,1,0,1,1,1,0,0,1,1,0,0,0,1,0,7031,870,4041,33410,49965,16286
Q3ge5rGChoEbIjIUTk-qKw,QDOBA Mexican Eats,"261 Old York Rd, Ste 215A",Jenkintown,PA,19046,40.0900187,-75.1251915,2.5,51,1,1,1,1,1,1,0,1,1,1,0,0,1,0,7312,3914,2315,104193,142602,17809
66wX0e1uFiyzoFl2vLUw6Q,MTO Fresh,4455 S Virginia St,Reno,NV,89502,39.4846135,-119.7933605,4.0,106,0,1,1,1,1,1,0,1,1,1,1,0,1,0,18616,6344,8448,48782,65655,43566
s-B9Y_D2DM_2BXRPVQkdHA,King Chef,278 Schuylkill Rd,Phoenixville,PA,19460,40.1368657,-75.5448878,2.5,34,1,0,1,2,1,1,0,1,0,0,0,0,2,0,16443,8339,6022,104504,139548,40154
VZQa_vobeFqToL9CCgIq4A,Famous Steak & Lemonade,5060 W 38th St,Indianapolis,IN,46254,39.824297,-86.245789,4.0,30,1,0,1,1,1,1,0,1,1,1,0,0,4,0,15672,4929,6951,46693,66661,38095
JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,905 State St,Santa Barbara,CA,93101,34.4206088162,-119.7009534396,4.0,624,1,1,1,2,1,1,1,1,1,1,1,1,4,0,13296,4177,6819,62925,91126,31683
IBIp-yVFl2PxYS-rgc19Yg,Independence Visitor Center,599 Market St,Philadelphia,PA,19106,39.9509761191,-75.1500126909,4.5,141,0,0,1,1,1,1,1,0,1,0,0,0,1,0,7625,2113,5180,116368,162885,11740
RPYLBAg_J_ew03yOo3C7JA,Suki Sushi,"7030 Executive Ctr Dr, Ste 100",Brentwood,TN,37027,36.029809,-86.7887217,4.0,139,1,1,1,2,1,1,1,1,1,1,0,1,1,0,20608,14144,4938,133254,189233,49035
EpFFiPHKx9yP-WqOCuxRCw,Mayfair Diner,7373 Frankford Ave,Philadelphia,PA,19136,40.037444,-75.0382294,3.0,106,1,0,1,1,1,1,0,1,0,1,0,0,4,0,12417,4712,4764,54391,68317,40647
qWhas31o61V6vC6yo6NWw,Arch Gourmet,2200 Arch St,Philadelphia,PA,19103,39.9560712,-75.1769425,3.5,36,1,0,1,2,0,0,0,1,0,0,0,0,1,0,15765,3571,11832,79110,134268,21908
DLTwr11KNMA1hEN7OrkY2A,Mac's Fish and Chip Shop,503 State St,Santa Barbara,CA,93101,34.4168527,-119.6958051,3.5,459,0,0,1,2,1,1,0,1,0,1,0,0,4,0,13296,4177,6819,62925,91126,31683
n67s7eDowWHlfhVtCElxGQ,Belcampo Meat Co Restaurant,"38 W Victoria St, Ste 115",Santa Barbara,CA,93101,34.4235962,-119.7066283,4.0,33,0,1,1,2,1,1,0,1,0,1,1,0,1,0,13296,4177,6819,62925,91126,31683
iZ9fg8Dm3SsHa5BqXktGtw,Aya Asian Fusion,7313-15 Frankford Ave,Philadelphia,PA,19136,40.0368091,-75.0399005,3.5,127,1,0,1,2,1,1,1,1,0,1,1,0,1,0,12417,4712,4764,54391,68317,40647
vrhCaAn1s6KS75rKb59hIQ,La Hacienda De Leon,5131 Lapalco Blvd,Marrero,LA,70072,29.8747922849,-90.1028305292,3.0,49,0,0,1,2,1,1,0,1,0,1,0,1,4,0,19825,8815,6254,53070,68566,56344
7z16CBc74GhbyqalwZrJUQ,Ting Wong Restaurant,138 N 10th St,Philadelphia,PA,19107,39.954754,-75.156191,4.0,461,1,1,1,2,1,1,0,1,0,1,0,0,4,0,7823,1743,5771,60676,91522,14875
LCitqsu9DV1RjGn7EIzzIQ,Outback Steakhouse,610 Old York Rd,Jenkintown,PA,19046,40.1011536337,-75.1252166639,2.5,147,1,0,1,2,1,1,1,1,0,1,0,0,4,0,7312,3914,2315,104193,142602,17809
J1vj7-l7v4jYXxSR6ffPkA,Kyoto Japanese Restaurant,4563 Linden Hill Rd,Wilmington,DE,19808,39.734653754,-75.6908207131,3.0,51,1,0,1,2,1,1,1,1,1,1,1,0,4,0,14680,7449,4913,82113,103780,38442
rbPK4jSyFS10zhWYvo_Srg,Cafe Porche and snowbar,1625 Baronne St,New Orleans,LA,70113,29.9393162215,-90.0789387705,5.0,172,1,1,1,2,1,1,0,1,1,1,1,0,1,0,3647,332,2433,25142,47800,7025
WgCwdJQDy4J4neDL2NgKUg,Teriyaki Madness,"28152 Paseo Dr, Unit 160",Wesley Chapel,FL,33543,28.1871174,-82.3503599,3.0,53,1,0,1,1,1,0,0,1,1,0,1,0,1,0,9822,5932,2307,84375,99790,21898
wfjqxgLSsLtyzswzQBziSw,Panino,834 Santa Barbara St,Santa Barbara,CA,93101,34.4226944,-119.6979774,4.0,165,1,1,1,2,1,1,0,1,0,1,0,0,1,0,13296,4177,6819,62925,91126,31683
uRzXKZaiMO6NUt1iavkT7Q,Chick-fil-A,3621 Horizon Blvd,Trevose,PA,19053,40.1383009528,-74.9624359,4.0,54,1,0,1,1,1,1,0,1,1,1,0,0,4,0,9936,5999,2537,83636,101979,25966
MrfP088324sxOkXeTM0RYQ,Mimi's Cafe,804 Providence Rd,Brandon,FL,33511,27.9262521,-82.3159771,3.5,90,0,1,1,2,1,1,0,1,0,1,0,0,4,0,22334,9691,7955,61149,79120,52003
WltG6PWu0zRTTUpWne3W8w,Imperial Inn,142 N 10th St,Philadelphia,PA,19107,39.954918,-75.156144,3.5,230,1,0,1,2,1,1,1,1,0,1,0,0,4,0,7823,1743,5771,60676,91522,14875
XbLXmPpikzyij7Z_K7RNEw,Zapata's Mexican Bar & Grill,3970 Tampa Rd,Oldsmar,FL,34677,28.0364465,-82.6594418,3.5,94,1,0,1,2,1,1,0,1,0,1,0,1,4,0,8566,4188,2925,69861,100486,20842
wxJwNCV2oC5Tnan8rzi9iw,Zest! Exciting Food Creations,1134 E 54th St,Indianapolis,IN,46220,39.851459,-86.138688,4.0,267,0,1,1,2,1,1,1,1,1,1,0,0,4,0,16879,6824,8390,77377,109485,34830
QaSzJxpN9kTWVLRP9ls2mg,Midtown Sundries,200 1st Ave S,St. Petersburg,FL,33701,27.770203,-82.6358204,3.0,37,0,1,1,2,1,1,0,1,1,1,0,1,4,0,9120,2230,6371,46786,87867,15014
4jkH3istYst8zxLxb-QVmg,La Parrilla Suiza,5602 E Speedway Blvd,Tucson,AZ,85712,32.236014,-110.872951,3.0,340,1,0,1,2,1,1,1,1,1,1,0,1,4,0,16384,4093,9558,37524,53990,32666
aiD1s5zPzi4nPZXaEa2mTw,Mi Bandera,7748 W Hillsborough Ave,Tampa,FL,33615,27.9960638,-82.5681599,4.0,63,0,0,1,2,1,1,0,1,1,1,1,0,4,0,18028,7440,6638,53516,73973,43453
ws43013twxyVGfbUFAeXnQ,Port of Subs,"5150 Mae Anne Ave, Ste 209",Reno,NV,89523,39.5315673604,-119.8673471843,3.5,32,1,0,1,1,1,1,0,1,0,1,0,0,4,0,14986,7243,5881,82902,104737,31373
mDTJ6OVTQhBk6b_wK32YfA,Taco Bus,505 S Gulfview Blvd,Clearwater,FL,33767,27.9682448516,-82.8284020112,4.0,168,1,1,1,1,1,1,0,1,1,1,1,1,4,0,4049,2123,1706,87340,143679,8007
393l3MHNAqKv2srwXJ8cCQ,Astoria Pastry Shop,560 Indian Rocks Rd N,Belleair Bluffs,FL,33770,27.921899,-82.814493,4.5,49,1,1,1,1,1,1,0,1,1,0,0,0,1,0,11561,4295,5694,47908,66174,25281
k8VM6pZwoMSY6cwYd-B1SA,Famous Dave's Bar-B-Que,1936 S Columbus Blvd,Philadelphia,PA,19148,39.921683,-75.142522,3.5,142,1,0,1,2,1,1,0,1,0,1,0,1,4,0,19493,7020,7959,60226,75581,49732
68YWxuIj8mUya0Hp0hD1_Q,Centro Bar & Kitchen,236 California Ave,Reno,NV,89503,39.5199621847,-119.8136246195,4.5,496,1,1,1,2,1,0,0,1,1,1,1,1,4,0,12469,4209,6739,54063,76117,27891
Ci-qFAv9SZfQmAncy-mSWQ,Jordan's Fish and Chicken,7534 N Shadeland Ave,Indianapolis,IN,46250,39.8917087,-86.0466254,3.5,31,1,0,1,1,1,1,0,1,1,0,0,0,4,0,9034,2918,5049,57053,80231,18546
C6cOQD3ELF38AeYgtfw0Dw,Nile Cafe,6008 Germantown Ave,Philadelphia,PA,19144,40.039489,-75.1780373,4.5,83,1,1,1,2,1,1,0,1,0,1,0,0,1,0,18574,3247,10151,35047,54552,43329
AtCY79kMP0edwciEqbQk6Q,Denny's,3512 S Keystone Ave,Indianapolis,IN,46227,39.7146147335,-86.1212715,2.5,34,1,0,1,1,1,1,0,1,1,1,0,0,1,0,22360,7952,10190,44873,59720,57086
3euS__1BAL3ETiIuecS6ZQ,Theo's Neighborhood Pizza,"1212 S Clearview Pkwy, Ste D",New Orleans,LA,70121,29.9600963032,-90.1853465571,3.5,107,1,1,1,2,1,1,0,1,0,1,0,0,2,0,5557,1477,3159,48769,65855,12029
5eayf0Y0TY1ufCWXAk_a3Q,Baja Burrito,722 Thompson Ln,Nashville,TN,37217,36.1125579,-86.7660491,4.5,459,0,1,1,1,1,1,0,1,0,1,0,0,4,0,12724,3932,5878,50423,65837,29599
HM3FJlW4zSU4FS_17DJI9g,Jasmine Thai and Sushi Restaurant,4516 S Dale Mabry Hwy,Tampa,FL,33611,27.9014971,-82.5059198,3.5,128,1,0,1,2,1,1,1,1,0,1,0,0,1,0,16269,6087,8484,66495,103942,29478
gkFi3xoDAtWSyJ3v8H5Atg,El Chapo Taco,3038 Beach Blvd S,Gulfport,FL,33707,27.7394605,-82.7074775,4.0,73,0,1,1,2,0,1,0,1,0,1,0,0,1,0,12512,4411,6571,51861,74263,24599
Gpk7rBco0FltvQp9slsvBw,Chick-fil-A,2016 Columbia Ave,Franklin,TN,37064,35.8953426,-86.8772858,3.5,36,1,1,1,1,1,1,0,1,0,1,0,0,2,0,21795,14497,4934,105342,134928,48118
lAm4Tqt4fEpZO7YAQN0DSw,Fort Louise,1304 McGavock Pike,Nashville,TN,37216,36.2041823,-86.7252415,4.0,110,0,1,1,2,1,1,1,1,1,1,1,1,4,0,8244,2732,4347,62214,87031,17848
14QP5lOdrTAVVCDDuHIAUg,Tucson Tamale Company,2545 E Broadway Blvd,Tucson,AZ,85716,32.2215218,-110.9341064,4.0,806,0,1,1,1,1,1,0,1,1,1,0,0,4,0,15259,3927,9170,42147,60003,32853
BDMNPVaCErRN3xWoPagzCA,Sakana Japanese Sushi & Steak House,1718 S Eagle Rd,Meridian,ID,83642,43.5888312,-116.3536509,3.0,156,0,0,1,2,1,1,1,1,0,1,0,0,4,0,17854,10414,5003,75708,95807,37008
oxFjIzQu4YXUs-ExL5n5dA,Zaxby's Chicken Fingers & Buffalo Wings,11709 E Martin Luther King Jr Blvd,Seffner,FL,33584,27.9810849,-82.300967,1.5,37,1,0,1,1,1,0,0,1,0,0,0,0,4,0,9440,4375,3033,54970,74278,25392
j-lNAVK6fcHh2_ms3i3aPA,Lunch Box,"5255 Longley Ln, Ste 135",Reno,NV,89511,39.4763108801,-119.7654736475,4.0,52,1,1,1,1,1,1,0,1,1,0,0,0,1,0,11651,6956,3398,106071,157438,25011
Rag7H_6BDv9SBoMZxLqD-w,Ten Asian Food Hall,"706 Haddonfield Rd, Ste 5",Cherry Hill,NJ,8002,39.9297617,-75.0314522,4.0,96,1,0,1,2,1,1,0,1,1,0,1,0,4,0,8684,4254,3080,85291,109609,22274
jdtPT12GXxxjfjUBOTc40A,Panera Bread,"116 Township Line Rd, Ste 210",Havertown,PA,19083,39.966863269,-75.3011911172,2.5,72,1,1,1,2,1,1,0,1,1,1,0,0,2,0,13002,8471,3129,102055,126369,35878
Cn7EPZB7acLQb5fzTwFAcw,Chick-fil-A,"110 Black Horse Pike, Ste 850",Audubon,NJ,8106,39.891206,-75.0894783,3.5,30,1,1,1,1,1,1,0,1,1,1,0,0,4,0,3878,1567,1543,82500,95764,9874
jUMmxyoNNlS6xBi6qRoaiQ,Mofoco,72 W New York St,Indianapolis,IN,46204,39.771553,-86.159229,4.0,39,1,1,1,2,1,1,0,1,1,0,0,0,4,0,4582,498,3999,73281,100517,5125
LsnqomcJnEuA3ZAXYU7yUg,Zapata's Mexican Restaurant,8 Eastport Plaza Dr,Collinsville,IL,62234,38.681387,-90.0159,2.5,95,1,1,1,2,1,1,0,1,0,1,0,0,4,0,13713,6542,4742,58421,77591,33430
FAmVbvlu58BbpVuJlAUuVw,Sam's Sports Grill,2001 Lakeshore Dr,Old Hickory,TN,37138,36.2515211666,-86.6393848224,3.5,145,0,1,1,2,1,1,1,1,1,1,0,1,2,0,9369,5142,2853,73710,84734,22191
fBRoUhkpEXLI_QQUJ0du8Q,Rajdhani Groceries & Cafe,"1453 Bell Rd, Ste 106",Nashville,TN,37211,36.0450628,-86.686838,4.5,38,0,0,1,2,1,1,1,1,1,0,1,0,4,0,29353,11228,13064,59075,75023,74755
5yjHCLzwHgjKNNHgAaUC8Q,Buffalo Wild Wings,1390 West Irvington Rd,Tucson,AZ,85746,32.1637246709,-110.994393,2.0,134,1,1,1,2,1,1,0,1,1,1,1,1,4,0,15602,6649,3652,54413,64170,43057
waV7CZw241FjHzOFKh2Juw,Chick-fil-A,211 Eagleview Blvd,Exton,PA,19341,40.0543512,-75.663436,3.5,31,1,0,1,1,1,1,0,1,1,1,0,0,4,0,7825,4563,2392,107338,135072,16709
v1clA_3XNKcU_OWdyN1jvg,Gianni's Pizza,7107 Clark St,Hudson,FL,34667,28.3607828,-82.6972559,4.0,43,0,0,1,1,1,1,0,1,0,1,0,0,4,0,15736,6186,7334,43363,56397,32144
rtbL2Avlp5BFs-7mH1d4Rw,Java House Coffee Bar,965 E 64th St,Indianapolis,IN,46220,39.8724088487,-86.1420098628,4.0,35,0,1,1,2,1,0,0,1,1,0,0,1,1,0,16879,6824,8390,77377,109485,34830
Pp6i9J7ipSXrpVij3VaTFw,City Cafe East,1455 Lebanon Pike,Nashville,TN,37210,36.1536947018,-86.7220830917,4.5,41,0,0,1,1,1,1,0,1,0,1,0,0,3,0,7337,1651,4221,36985,56999,16067
6u9Jhu3yE3iQ_5IlWEAfWw,Happy Rooster Cafe,1114 S Sarnoff Dr,Tucson,AZ,85710,32.2073407,-110.8157574,3.5,93,1,0,1,1,1,1,1,1,0,1,1,0,4,0,24780,8081,12342,46055,59440,54439
Tf8KLsWjf24FiGcZh6FD-Q,Rawk Star Cafe,"4011 Tampa Rd, Ste 11",Oldsmar,FL,34677,28.0375497,-82.6581055,5.0,168,0,0,1,2,1,1,0,1,1,1,0,0,1,0,8566,4188,2925,69861,100486,20842
EsBfxRx8SbeY6Oamz2BkxQ,Domino's Pizza,2004 Belcourt Ave,Nashville,TN,37212,36.136948,-86.7996,2.0,43,1,0,1,1,1,1,0,1,0,0,0,0,1,0,7149,2539,4043,71699,135689,20148
5nOTwLs2lCpsFwZzHA6Hvg,Rubio's,2906 N Campbell Ave,Tucson,AZ,85719,32.259532,-110.9433539,3.5,75,1,1,1,1,1,1,0,1,0,1,0,0,4,0,18119,3526,12170,34013,48571,43989
c2MoXVrq2eMKscxCDEtxzQ,Cosi,295 Main St,Exton,PA,19341,40.022844,-75.627776,2.0,35,0,1,1,1,1,1,0,1,1,1,1,0,4,0,7825,4563,2392,107338,135072,16709
ubpRV4rohBozNn3CB2BrDA,Capital Tacos,119 W Bloomingdale Ave,Brandon,FL,33511,27.8931759428,-82.2872078519,4.0,340,1,1,1,2,1,1,0,1,1,1,1,1,2,0,22334,9691,7955,61149,79120,52003
MvtDGPL46YxAPvhVuKJO4g,Cholulas Mexican Restaurant,1500 N Illinois St,Swansea,IL,62226,38.5300868,-89.9844969,4.5,62,1,1,1,1,1,1,0,1,1,1,0,1,1,0,11997,5192,4931,58686,82726,29744
uLM1kVK3-gYuUYkgnCoTyw,Addie's,1221 W Boise Ave,Boise,ID,83706,43.59249,-116.1971303,3.0,133,0,1,1,2,1,1,0,1,1,1,0,0,4,0,14623,4965,7987,57664,80395,29732
1iCUy4TpAfcgewqxhjI6-g,Sakura Spring Oriental Cuisine,"1871 Marlton Pike E, Ste 1",Cherry Hill,NJ,8003,39.9033165733,-74.9714373797,3.5,60,1,0,1,2,1,1,1,1,1,1,1,0,1,0,10884,7816,2038,132441,162489,30629
qvXw3V4_9Pu4E7Qoi7-cKA,Fala Bar,"38 W Victoria St, Ste 108",Santa Barbara,CA,93101,34.4236075,-119.7070539,4.5,70,1,1,1,2,1,0,0,1,1,0,1,0,1,0,13296,4177,6819,62925,91126,31683
TzqkyPTnK7dtHxnvgyn_4Q,Pipo's Restaurant,7233 W Hillsborough Ave,Tampa,FL,33634,27.996668,-82.5610068,4.0,94,1,1,1,1,1,1,0,1,1,1,1,0,4,0,7544,3838,2422,60237,83180,20225
cVryxrPw2keGcg2LwUBoPQ,Wise Grill Hibachi & Burger,2048 Rosa L Parks Blvd,Nashville,TN,37228,36.1903268155,-86.7981691331,3.5,37,0,0,1,1,1,1,0,1,0,1,0,0,4,0,1077,60,1006,52344,115000,1160
kK8Qx7LEwRcsTaz3d2HQ2Q,Shrimp Boat,716 W Lumsden Rd,Brandon,FL,33511,27.8939679705,-82.268605807,4.0,65,0,1,1,2,1,1,1,1,0,1,0,1,4,0,22334,9691,7955,61149,79120,52003
yqw13sFpy1dXe6MnaZcGZw,Lincoln Square Pancake House,613 W 11th St,Indianapolis,IN,46202,39.7815203856,-86.169637277,4.5,197,1,0,1,1,1,1,1,1,1,1,1,0,2,0,9714,1991,7113,50216,79733,16335
BVv3JFBNRQW3pX9cTZizkQ,Salvo's Seafood & Deli,7742 Hwy 23,Belle Chasse,LA,70037,29.864751,-89.9998179,4.0,258,1,0,1,2,1,1,0,1,0,1,0,0,2,0,5665,3309,1251,71956,97678,15590
LG9WtCRXx_PAr0y4nO0qjg,JoStella Coffee,701 S Virginia St,Reno,NV,89501,39.518131,-119.809443,4.5,89,1,1,1,1,1,1,0,1,1,0,1,0,1,0,2776,332,2213,44393,55619,4252
DkVFvHGyNBGuPMzI9Zdt1A,Dat Dog,5030 Freret St,New Orleans,LA,70115,29.9351109,-90.1088662,4.0,598,1,1,1,2,1,1,1,1,1,1,1,1,4,0,14847,5248,8000,77961,119724,31695
cbqE6Y8OXvfhZuyz2Gdchw,Burger King,76 E Patriot,Reno,NV,89511,39.4523772,-119.776646,1.5,65,1,0,1,1,1,1,0,0,1,1,0,0,4,0,11651,6956,3398,106071,157438,25011
ksIxYQ7hlBbGu9Mw8vpRZQ,Isaac Newton's Fun Food & Drink,18 S State St,Newtown,PA,18940,40.228719,-74.9370207,3.5,376,0,1,1,2,1,1,1,1,1,1,1,1,4,0,11515,7555,3170,132214,176878,28825
hp9h_Cq-W0ki7JMArSvYSQ,Jack's London Grill,1050 62nd Ave N,St Petersburg,FL,33702,27.8280965,-82.6491671,4.5,465,1,1,1,2,1,1,0,1,0,1,1,1,4,0,14139,5262,6602,54196,76814,29664
wMSpjI-SmWlhdOyU4vOs7g,Superior Pasta Company,905 Christian St,Philadelphia,PA,19147,39.9391539,-75.1580381,5.0,60,1,0,1,2,1,1,0,1,0,0,1,0,1,0,18239,6207,10326,86147,128426,36228
2hs2EcbyAZzKMmx52aaigg,Mamita's Restaurante Latino,12 Cambridge Ln,Newtown,PA,18940,40.2265544171,-74.9400071511,3.0,51,0,0,1,2,1,1,1,1,1,1,0,0,4,0,11515,7555,3170,132214,176878,28825
QIQtrjjCNTdZDwqLbScpeA,Papa Bears Chicken,1938 E 46th St,Indianapolis,IN,46205,39.8404669,-86.1278805882,4.5,70,1,1,0,2,1,1,0,1,0,0,0,0,1,0,11857,3414,6243,52068,79951,25356
g0rCtQnK8sYOGCUKg64UyA,The Other Farm Brewing Company,128 E Philadelphia Ave,Boyertown,PA,19512,40.3320701,-75.6353558,4.0,73,1,1,1,2,1,0,1,1,1,0,1,0,1,0,6899,3759,2166,71847,91354,16954
44iEDjXk-WTI7JQxNh_qfg,Panda One,3670 N Oracle Rd,Tucson,AZ,85705,32.2736539,-110.9778837,3.0,35,1,1,1,1,1,1,0,1,1,1,0,0,1,0,24304,6115,12791,30885,42888,57521
V4WIP6XR8cF-vj2GpwhDhw,Popeyes Louisiana Kitchen,1385 Big Fish Dr,Sparks,NV,89434,39.531142,-119.716747,2.5,149,1,0,1,1,1,1,0,1,0,1,0,0,4,0,10651,5038,3923,68539,80202,25416
OYKN2rYfSgC5EZNJVzaBMg,The NY Slice,1201 Greenwood Park E Dr,Greenwood,IN,46142,39.633649,-86.120746918,3.5,69,1,0,1,2,1,1,0,1,1,0,0,0,1,0,12431,7441,3655,77155,94444,30413
NvhkQC5EkPhVCXXTB8ueDQ,Fado,435 5th Ave N,St. Petersburg,FL,33701,27.7777744,-82.639272714,4.0,57,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9120,2230,6371,46786,87867,15014
