postal_code,restaurant_id,restaurants_name,address,city,states,latitude,longitude,stars_rating,review_count,restaurants_delivery,outdoor_seating,accepts_creditcards,price_range,alcohol,good_for_kids,reservations,restaurants_takeout,wifi,good_for_groups,wheelchair_accessible,happy_hour,noise_level,dietary_restrictions,total_estimate_households_per_zip,total_estimate_married_couple_family_households,total_estimate_nonfamily_households,median_income_dollars
34652,_1BaLAwkmuRt7bTCk74cGA,Niko's Place Restaurant & Bar,6818 Us Hwy 19,New Port Richey,FL,28.256719,-82.727207,4,90,t,f,t,2,t,t,t,t,t,t,f,t,1,f,10982,5178,4334,42595
18938,Y4_ssHVFK5VvWwjEwhuvTw,Nikolas,10 W Ferry St,New Hope,PA,40.363402,-74.951628,3,53,f,t,t,3,t,f,t,t,f,t,f,f,4,f,6044,3534,1936,118877
89501,Rxfduakoz7HkW8_1BH8ruw,Nikos Greek Kitchen,"148 W St, Ste A8",Reno,NV,39.525825,-119.815736,4,172,f,t,t,1,t,t,t,t,t,t,f,f,4,f,2776,332,2213,44393
19144,C6cOQD3ELF38AeYgtfw0Dw,Nile Cafe,6008 Germantown Ave,Philadelphia,PA,40.039489,-75.178037,4.5,83,t,t,t,2,t,t,f,t,f,t,f,f,1,f,18574,3247,10151,35047
70130,22d_v2cPDWL9avxjfwximw,Nile Ethiopian Restaurant,2130 Magazine St,New Orleans,LA,29.929806,-90.076439,4,82,f,t,t,2,t,t,t,t,t,t,f,f,1,f,7175,1389,4827,65132
33604,tyxDsvtQkTDDy-e-psidEA,Nilsa's Puertorican Bistro,9002 N 40th St,Tampa,FL,28.031921,-82.416593,3.5,132,t,t,t,1,t,t,t,t,t,t,t,f,1,f,15811,5286,6958,44192
85715,SZ-p4o6gJPOJ--HA3NKcw,Nimbus Bistro,6464 E Tanque Verde Rd,Tucson,AZ,32.244617,-110.854450,3,126,f,t,t,2,t,t,t,t,f,t,f,f,4,f,8792,4092,3483,71949
8084,S57Jpd0ZAv7CEf8EIJopNQ,Nimit Indian Kitchen,205 S White Horse Pike,Stratford,NJ,39.828419,-74.999730,4,30,t,f,t,2,t,t,t,t,t,f,t,t,4,f,2724,1399,827,78309
8043,lML_PZePqlBBWpD1tqRdaA,Nimit Palace,114 White Horse Rd E,Voorhees,NJ,39.840816,-74.996743,4.5,370,t,t,t,2,t,t,t,t,t,t,t,f,4,f,11035,6490,3408,100075
33706,7nC8Tr6j5HT7KE0UvSdZPA,Nina's Cafe,9524 Blind Pass Rd,St. Pete Beach,FL,27.755987,-82.759415,4,89,f,t,t,1,t,t,f,t,t,f,f,f,4,f,8805,4478,3944,76277
34606,LSwjLzdrksnjI6DrjsMV9g,Nina's Cucina,1427 Kass Cir,Spring Hill,FL,28.452158,-82.592567,3,32,f,f,t,2,t,t,t,t,t,t,f,f,4,f,11854,5278,4401,45125
18938,d1ktptezVxULuwYnhsfEyg,Nina's Ice Cream And Waffles,2400 Street Rd,New Hope,PA,40.347579,-75.029855,3.5,35,t,t,t,1,f,t,f,t,t,t,f,f,1,f,6044,3534,1936,118877
19147,lIgEQlXldrdW5uw_ceVsOg,Nina's Trattoria,910 S 9th St,Philadelphia,PA,39.938610,-75.158107,3.5,180,t,t,f,2,t,f,t,t,t,t,f,f,4,f,18239,6207,10326,86147
18901,0eg9sThCA4dYiDA7xssd7A,Nina's Waffles & Ice Cream,30 E State St,Doylestown,PA,40.310290,-75.129696,4,117,t,f,t,1,t,t,f,t,t,t,f,f,4,f,10486,5469,3860,103626
18938,4eZ-elvoXx4m65uoz7ymzQ,Nina's Waffles & Ice Cream,110 S Main St,New Hope,PA,40.360884,-74.949898,4.5,149,t,t,t,1,t,t,f,t,f,f,f,f,1,f,6044,3534,1936,118877
18940,tZ6lxKZS-5s7H3nQT8eUVQ,Nina's Waffles & Ice Cream,2987 S Eagle Rd,Newtown,PA,40.236012,-74.941356,3,31,t,f,f,1,f,t,f,t,f,f,f,f,1,f,11515,7555,3170,132214
46204,n1sTAd-dxmgOCctrki9dMg,Nine Irish Brothers - Indianapolis,575 Massachusetts Ave,Indianapolis,IN,39.774869,-86.148957,4,234,f,t,t,2,t,f,t,t,t,t,t,t,2,f,4582,498,3999,73281
46203,ibe3g1TlMJmlkz_8Go0m1A,Nine Lives Cat Cafe,"1315 Shelby St, Ste 1",Indianapolis,IN,39.749574,-86.139600,4.5,144,f,t,t,1,t,f,t,t,t,t,t,f,1,f,14085,4662,6134,41321
33781,DWjkGAmWLM-ZQuDBMGP-dQ,Nine Spices Hot Pot ,6851 66th St N,Pinellas Park,FL,27.834069,-82.727528,4,161,t,f,t,2,t,t,t,t,t,t,f,f,4,f,9974,4051,4115,43692
19107,qY-BUQY-SFBaSrFHowF3nA,Nine Ting,926 Race St,Philadelphia,PA,39.955084,-75.155292,4,1213,t,f,t,2,t,t,f,t,t,t,f,t,4,f,7823,1743,5771,60676
19102,j9tIldJfidEFNEMQM9vANg,Ninja Bao,"1500 Jfk Blvd, Ste 6, Two Penn Ctr Concourse Level",Philadelphia,PA,39.953501,-75.165888,4.5,49,t,f,t,1,t,f,f,t,t,f,t,f,1,f,3365,765,2525,110096
70118,TjXbh5PwgCOFkvbi0_qrmA,Ninja Restaurant,8433 Oak St,New Orleans,LA,29.950153,-90.132854,3,223,t,f,t,2,t,t,t,t,f,t,f,f,4,f,13727,3773,7150,50597
19116,ol5npt2HXo9r3yKa3wBlYQ,Ninja Sushi Hibachi,14100 Bustleton Ave,Philadelphia,PA,40.131956,-75.012274,4,224,t,f,t,2,t,t,t,t,t,t,t,f,2,f,12850,6493,4458,58203
37167,tez6k-WegNFjLju6Qz9Vdw,Ninja Sushi Japanese Grill,"900 Grammer Ln, Ste 370",Smyrna,TN,35.980870,-86.563534,3.5,92,t,f,t,2,t,t,t,t,t,t,f,f,1,f,21579,10955,6308,69482
37205,720J1v3TX-J95cdTJbCpKA,Ninki,4530 HardIng Rd,Nashville,TN,36.124488,-86.848808,3.5,213,f,f,t,2,t,t,t,t,f,t,f,f,4,f,10999,5375,5001,107876
19468,tihHc18w6qonSsYVlSNVdQ,Nino's Pizzarama,1233 Main St,Linfield,PA,40.205863,-75.572747,3.5,33,t,f,f,2,f,t,f,t,t,t,f,f,1,f,10002,5538,3017,82972
19090,YHvJyyklyzsQhCnbJu7pFA,Nino's Pizzarama - Willow Grove,2819 Easton Rd,Willow Grove,PA,40.171608,-75.127333,4,111,t,f,t,1,t,t,f,t,t,t,f,f,4,f,7006,3425,2431,81064
8648,kLMhzlzK1b5ohWRMJNmwKw,Nino's Trattoria & Pizzeria,111 Lawrenceville Rd,Lawrence,NJ,40.246191,-74.743798,2.5,33,t,f,t,1,t,t,t,t,t,t,f,f,2,f,11678,6253,4201,108772
19403,mNmbsUjeNp2SJ3pCrrVrtg,Nippers,2453 W Main St,Norristown,PA,40.140021,-75.386236,4,71,t,t,t,2,t,t,f,t,t,t,f,t,4,f,18879,9749,7193,85248
46032,DNxnKgOfpoV7nuxXSTAiyg,Nippers Grill & Tap,1772 E 116th St,Carmel,IN,39.957444,-86.124511,3,31,t,t,t,1,t,f,t,t,t,t,f,f,4,f,20119,11434,6287,105720
19803,Wj2Rb6wGmejjYuZgRpNuNw,Nirvana Fine Indian Cuisine,"1601 Concord Pike, Ste 5-13",Wilmington,DE,39.780734,-75.544303,3,124,t,f,t,2,t,t,t,t,t,t,f,f,4,f,8386,4886,2522,112108
19040,O3Gsne_JJ24yMvLrDoNjqA,Nirvana Fusion,802 S York Rd,Hatboro,PA,40.163729,-75.111057,4,112,t,f,t,2,t,t,t,t,f,t,f,f,1,f,7763,4356,2573,87775
19403,7yMbR42KM6kmTn4bCOdadQ,Nirvana Indian Bistro,2864 Ridge Pike,Eagleville,PA,40.149668,-75.397540,4.5,40,t,f,f,1,f,f,f,t,f,f,f,f,1,f,18879,9749,7193,85248
19444,gfPDLZimZu1NtBIDbeXetg,Nirvana Indian Bistro,417 Germantown Pike,Lafayette Hill,PA,40.092182,-75.260216,4.5,188,t,t,t,2,t,t,t,t,t,t,f,f,4,f,4466,2306,1795,121424
70115,zYyVEC0IF86xSHF3GFmvkg,Nirvana Indian Cuisine,4308 Magazine St,New Orleans,LA,29.920769,-90.100580,3.5,389,t,t,t,2,t,t,t,t,t,t,t,f,4,f,14847,5248,8000,77961
33707,rpFT0AX5kqMdtbdNH-gvdA,Nitallys Thai-Mex Express,"6800 Gulfport Blvd S, Ste 111",South Pasadena,FL,27.756714,-82.732799,3.5,496,t,t,t,2,t,t,f,t,f,t,f,f,4,f,12512,4411,6571,51861
33701,n3KL3EL2CTSD4ol937sTGg,Nitallys ThaiMex,1163 9th St N,St. Petersburg,FL,27.783669,-82.646491,4,118,t,t,t,2,f,f,f,t,f,t,f,f,4,f,9120,2230,6371,46786
8088,UMk0lGTmaDvASQ7ZutGe1Q,Nixon's General Store,540 Chatsworth Rd,Tabernacle,NJ,39.844423,-74.709279,3.5,54,t,t,t,1,t,t,t,t,f,t,f,f,1,f,9440,5774,2877,87216
37138,ZmzAg4-jR9edfePRSZfbA,No 1 Chinese,1435 Robinson Rd,Nashville,TN,36.257330,-86.656023,4,37,t,f,t,1,t,t,f,t,t,t,f,f,1,f,9369,5142,2853,73710
37211,0loG1bKgcg8zdC39934GCg,No 1 Chinese,63 E Thompson Ln,Nashville,TN,36.109744,-86.726376,3,40,t,f,t,2,f,t,t,t,f,t,f,f,1,f,29353,11228,13064,59075
37027,1AiW9fIoF6QH9kg1aXiaRQ,No 1 Chinese,"127 Franklin Rd, Ste 105",Brentwood,TN,36.035664,-86.788863,3.5,36,t,f,t,2,t,t,f,t,t,f,f,f,2,f,20608,14144,4938,133254
37076,BGFOFCbwdzVRlEc_eUmJgg,No 1 Chinese Restaurant,"5751 Old Hickory Blvd, Ste 109",Hermitage,TN,36.173309,-86.602649,3,48,t,f,t,1,t,t,f,t,f,f,f,f,1,f,16682,7082,6814,64392
85719,lS1dmSXpAtQqT04eRm9kiA,No Anchovies,870 E University Blvd,Tucson,AZ,32.231411,-110.958441,3.5,271,t,t,t,1,t,t,f,t,t,t,f,f,2,f,18119,3526,12170,34013
46032,39h2Z2P3WXTql6m42HGkOA,No Label At The Table,"111 W Main St, Ste 145",Carmel,IN,39.978148,-86.128921,5,37,t,f,f,1,f,f,f,t,f,f,f,f,1,f,20119,11434,6287,105720
33705,ZPs0cr-VWdKvh6wCOpuYZg,No Vacancy,937 Central Ave,Saint Petersburg,FL,27.771336,-82.647904,3.5,102,f,t,t,2,t,f,f,f,f,f,f,t,3,f,11210,3916,5193,56914
19147,mohbgbizdjgDiXerm6CdTA,No. 1 China,843 S 2nd St,Philadelphia,PA,39.936173,-75.146444,3,40,t,f,t,1,t,t,f,t,f,f,f,f,1,f,18239,6207,10326,86147
37211,Fd-CY5oUjewSTawi-O5Bqw,No. 1 Chinese,"6900 Lenox Village Dr, Ste 10",Nashville,TN,36.024899,-86.711892,3.5,89,t,f,t,1,t,t,f,t,t,f,f,f,4,f,29353,11228,13064,59075
37064,suiIiN7hJwflQ1E9XmVSTw,No1 Chinese Restaurant,"5000 Hughes Crossing, Ste 100",Franklin,TN,35.862964,-86.843798,3,32,t,f,t,1,f,f,t,t,f,f,f,f,1,f,21795,14497,4934,105342
70002,d89jkOMbjpTBerh7miCz2w,NoLaKorea Korean Restaurant,"3120 Cleary Ave, Ste A",Metairie,LA,30.002235,-90.172520,4.5,98,t,t,t,2,f,t,t,t,t,t,t,f,1,f,8954,3438,4225,56361
46077,0vOOrWqn-7HlyVIqUT_8JA,Noah Grant's,91 S Main St,Zionsville,IN,39.950908,-86.261649,4,300,t,t,t,3,t,f,t,t,t,t,t,t,4,f,10829,8241,1693,140092
19143,DUob26H7hiDCM4ubXMsn5A,Noah's Pizza,4602 Woodland Ave,Philadelphia,PA,39.944149,-75.209697,3,31,t,f,t,1,t,t,f,t,t,t,t,f,4,f,24632,4926,12223,37434
33702,0d1dpaZqcm7litFOJl7atA,Noble Crust,8300 4th St N,St. Petersburg,FL,27.847898,-82.639001,4.5,1259,t,t,t,2,t,t,t,t,t,t,t,t,2,f,14139,5262,6602,54196
33618,mi63FnVXGeGgasWxUSeRsA,Noble Crust,11618 N Dale Mabry Hwy,Tampa,FL,28.054300,-82.504849,4,503,t,t,t,2,t,t,t,t,t,t,t,t,2,f,12100,5819,4724,68245
33543,j9Kaj_6tSeXmVMYCgZithg,Noble Crust,28330 Paseo Dr,Wesley Chapel,FL,28.188219,-82.347274,4.5,496,t,t,t,2,t,t,t,t,t,t,t,t,4,f,9822,5932,2307,84375
85737,hAZgCi6lPrO3jk6SAyWgKg,Noble Hops Gastropub,1335 W Lambert Ln,Oro Valley,AZ,32.394166,-110.994641,3.5,545,t,t,t,2,t,f,t,t,t,t,t,t,4,f,9756,5703,3071,91936
89501,CCnuyfb1nd-doEpkj0OoHg,Noble Pie Parlor - Downtown,239 W 2nd St,Reno,NV,39.526319,-119.817007,4,628,t,t,t,2,t,t,f,t,t,t,t,t,4,f,2776,332,2213,44393
89501,DZYSb9amfB3EAh1IdwtbEA,Noble Pie Parlor - Midtown Reno,"777 S Center St, Ste 100",Reno,NV,39.518022,-119.808292,3.5,373,t,t,t,2,t,t,f,t,t,t,t,f,2,f,2776,332,2213,44393
89511,lM20OuidM_XjYIvoxSsGew,Noble Pie Parlor - Summit Reno,13979 S Virginia,Reno,NV,39.403486,-119.750821,3.5,111,t,t,t,1,t,f,f,t,t,f,t,f,1,f,11651,6956,3398,106071
33606,c7ZxVUJVjEOe9hLhvKGnDA,Noble Rice,807 W Platt St,Tampa,FL,27.941811,-82.468159,4,218,t,t,t,2,t,f,t,t,t,f,t,f,4,f,8894,2956,5155,95799
46214,jtY3LVo-OS_shm49d8BJcg,Noble Roman's,7201 W 10th St,Indianapolis,IN,39.778810,-86.287196,4.5,54,f,f,t,1,t,t,f,t,f,t,t,f,4,f,9786,3193,4693,49789
46075,dS6YwOhkFzcb28SeMtG3LQ,Noble Roman's Craft Pizza & Pub,6428 Whitestown Pkwy,Whitestown,IN,39.949608,-86.345954,3.5,84,t,t,t,2,t,t,f,t,t,t,t,f,3,f,2414,1604,506,96563
46112,hDBnGZ40GSYc63GxEmjWVg,Noble Roman's Craft Pizza & Pub,"5724 N Green St, Ste 150",Brownsburg,IN,39.846821,-86.397007,3,39,t,f,f,1,f,f,f,t,f,f,f,f,1,f,13502,8805,3169,91131
46032,7-5eljD7oqIdLYU5_sqpqA,Noble Roman's Craft Pizza & Pub,1438 W Main St,Carmel,IN,39.978454,-86.154787,3.5,70,t,f,t,2,t,t,f,t,t,t,f,f,1,f,20119,11434,6287,105720
46038,LKkqVY9l-etpRR454i0h-A,Noble Romans Craft Pizza & Pub,11715 Allisonville Rd,Fishers,IN,39.958758,-86.038855,3.5,91,t,f,t,1,t,t,f,t,t,t,t,f,2,f,17373,9673,5433,92853
37206,jaJhPD1mn5aqWUr61-nxyw,Noble's Kitchen & Beer Hall,974 Main St,Nashville,TN,36.177625,-86.751925,3.5,158,f,t,t,2,t,f,f,t,t,t,t,t,4,f,11584,3749,5770,66065
19103,6JFMbFYVbl8ufz74NSDgOA,Noble: An American Cookery,2025 Sansom St,Philadelphia,PA,39.951600,-75.174548,4,147,f,t,t,3,t,f,t,t,f,t,f,t,4,f,15765,3571,11832,79110
19454,TUhRukcZb3tG0cB_X68FCQ,Noboru,117 Garden Golf Blvd,North Wales,PA,40.234463,-75.236736,3,176,f,f,t,2,t,t,t,t,f,t,f,f,4,f,10981,6062,3746,94410
37122,WO-oh0OYWzlmOYoZmowxkw,Nobu Hibachi Sushi,"401 S Mt Juliet Rd, Ste 155",Mount Juliet,TN,36.170040,-86.507358,2.5,103,t,f,t,2,t,t,t,t,t,t,t,f,4,f,22013,15059,4759,92944
70058,Y5h63GisHbcp01uN16NrGQ,Nobuko,"1901 Manhattan Blvd, Bldg A Ste 100",Harvey,LA,29.885900,-90.054016,4,58,f,t,t,2,t,f,t,t,t,t,t,t,4,f,13844,5653,4888,49551
8033,pTMi7h7JMtwSsijdx_BPDg,Nocella's Ristorante and Pizzeria,67 Ellis St,Haddonfield,NJ,39.896802,-75.029421,4,84,t,t,t,2,t,t,t,t,t,t,f,f,2,f,6003,3701,1830,128134
19103,AqX_5srdyAS1tNiqC3mDvg,Noche,"1901 Chestnut St, 2nd Fl",Philadelphia,PA,39.952089,-75.171990,3,109,f,f,t,2,t,f,f,f,f,t,f,f,3,f,15765,3571,11832,79110
19102,bfiO0n663Ej36svzuRuVtA,Nodding Head Brewery & Restaurant,"1516 Sansom St, 2nd Floor",Philadelphia,PA,39.950221,-75.166583,3.5,339,f,f,t,2,t,f,f,t,t,t,f,t,4,f,3365,765,2525,110096
37205,Yu7gMbmsmfTIh1wGX7Eetw,Noelle,106 Harding Pl,Nashville,TN,36.102706,-86.869006,4,35,f,t,t,3,t,f,t,t,f,t,t,t,1,f,10999,5375,5001,107876
37219,K29f9OJYkbxgK5P5ZqUzqA,"Noelle, Nashville, a Tribute Portfolio Hotel",200 4th Ave N,Nashville,TN,36.164000,-86.778727,4,108,f,f,t,3,f,f,f,f,t,f,t,f,1,f,777,137,640,85463
93105,hlb7WwqcCijqqbp8zye1dw,Noemi Pizza Romana,3534 State St,Santa Barbara,CA,34.440689,-119.739688,4.5,41,t,t,t,1,t,f,t,t,t,f,t,t,1,f,11390,5848,4636,103156
19148,OqyaD0hEytrcfC_F-ugqMw,Noir Restaurant & Bar,1909 E Passyunk Ave,Philadelphia,PA,39.926305,-75.167423,4,154,t,t,t,2,t,f,t,t,t,t,f,t,4,f,19493,7020,7959,60226
70116,C-anTsItNvJHHR__DiGEqQ,Nokey's Deli & Grill,759 N Claiborne Ave,New Orleans,LA,29.964762,-90.073244,4,54,f,f,f,2,t,t,f,t,f,f,f,f,4,f,5823,1119,4026,36842
70116,uxHR2GuFsVYPi0H5wi89XA,Nola Art Bar,2128 St Claude Ave,New Orleans,LA,29.968394,-90.057356,4,32,f,t,t,1,t,f,t,f,f,f,t,t,1,f,5823,1119,4026,36842
70124,gGf7dpWXL13f57CwTIvEkA,Nola Beans,762 Harrison Ave,New Orleans,LA,30.004292,-90.106427,3.5,71,f,t,t,1,t,t,f,t,t,t,f,f,1,f,7593,3686,3198,95366
70113,8FWAoGPBwRS3I7_FP7u-Mw,Nola Caye,898 Baronne St,New Orleans,LA,29.945017,-90.074480,4.5,145,t,t,t,2,t,f,t,t,t,t,t,t,4,f,3647,332,2433,25142
70122,Yr2SUyNncEwy-LgE-eU7kQ,Nola Crawfish King Seafood & Barbecue,5321 Franklin Ave,New Orleans,LA,30.012769,-90.050613,4,40,t,f,t,2,f,t,f,t,f,t,f,f,1,f,15659,3639,8644,34921
70065,XDMno4l95AXgYOd0yDtHZA,Nola Desi Kitchen,"3814 Williams Blvd, Ste 4",Kenner,LA,30.025952,-90.238172,4,119,t,f,t,2,t,t,t,t,t,t,t,f,1,f,19229,8675,6958,57206
70130,3Byba3WKLqjabVunNItQcA,Nola Grocery,351 Andrew Higgins,New Orleans,LA,29.942138,-90.066870,4.5,31,t,f,t,1,t,t,f,t,f,t,f,f,1,f,7175,1389,4827,65132
70117,PPow3qO48buSNaEkQ_us_w,Nola Mia Gelato Cafe,2230 St Claude Ave,New Orleans,LA,29.968418,-90.055793,4.5,65,t,t,t,1,f,f,f,t,t,f,t,f,1,f,11998,2259,7592,29663
70118,ukMy1_eFj5nKSZSPYd4LSA,Nola Vegan,1923 Leonidas St,New Orleans,LA,29.956150,-90.127965,4.5,33,t,t,t,1,t,f,f,t,t,f,f,f,4,f,13727,3773,7150,50597
70062,WStVCYmGWYtn1AZ_SvEDtQ,NolaNica,"16 W Airline Hwy, Ste B",Kenner,LA,29.981146,-90.274533,5,152,t,f,t,2,t,t,f,t,t,t,t,f,2,f,5681,2119,1975,43788
34695,4b-MVAlDNrVP0Pj9ltRy6Q,Nolan's Pub,230 Main St,Safety Harbor,FL,27.990659,-82.689590,4.5,35,f,t,t,2,t,f,f,f,t,t,f,f,4,f,7229,3860,2288,83020
37135,OeVPCsHpZbgJ7Cjd4fVtzg,Nolen's Place,"7240 Nolensville Rd, Ste 101",Nolensville,TN,35.960625,-86.671860,3,147,f,t,t,2,t,t,t,t,t,t,t,t,4,f,5356,4281,758,128281
70130,uyfOQql0ZGMG4WEIwUeeEQ,Nolé,2001 St Charles Ave,New Orleans,LA,29.935497,-90.079228,4,240,f,t,t,2,t,t,t,t,t,t,f,t,4,f,7175,1389,4827,65132
89501,lZZogy-J9tDSFp4jMqVUHw,Nom Eats,"148 West St, Ste A-8",Reno,NV,39.526090,-119.815631,4.5,86,t,t,t,2,t,t,f,t,f,t,t,f,4,f,2776,332,2213,44393
19104,e747H7dlPXtZPo6VdSQelw,Nom Nom Bowl,3701 Chestnut St,Philadelphia,PA,39.955247,-75.196910,4.5,84,t,t,t,2,t,t,f,t,t,t,f,f,2,f,16508,2296,10575,28603
19301,zzHtFjfM7NvuVM1HTsCLGA,Nom Nom Japanese Kitchen,35 W Lancaster Ave,Paoli,PA,40.042065,-75.485834,4.5,35,t,f,f,2,t,f,f,t,f,f,f,f,1,f,2579,1540,843,95430
19103,pm1bStJuol5XmxE_atZhCQ,Nom Nom Ramen,20 S 18th St,Philadelphia,PA,39.952493,-75.170294,4,531,t,f,f,2,t,t,f,t,f,t,f,f,4,f,15765,3571,11832,79110
19104,01YFYYmevGER3VJ1xFtUcA,Nom Nom Ramen,3401 Walnut St,Philadelphia,PA,39.953173,-75.192865,2.5,45,f,f,t,2,t,t,f,t,f,t,f,f,4,f,16508,2296,10575,28603
19107,VP8HMhVt-pKmqGNmDW4-TQ,Nom Wah Philadelphia,218 N 13th St,Philadelphia,PA,39.956593,-75.160772,4,414,t,f,t,2,t,t,t,t,t,t,t,t,2,f,7823,1743,5771,60676
19147,M_EpyAH1CZZVlhxfYBLOqg,Nomad Pizza Company,611 S 7th St,Philadelphia,PA,39.941837,-75.153837,4.5,566,t,t,t,2,t,t,f,t,f,t,f,t,4,f,18239,6207,10326,86147
19107,pxmBh8YZ6HLGQfNHvJoHzA,Nomad Roman Pizza,1305 Locust St,Philadelphia,PA,39.948018,-75.162688,4,286,t,f,t,2,t,t,t,t,f,t,f,t,4,f,7823,1743,5771,60676
85705,EhFJgjgn9Kzo_gu03DVkRg,Nomico Healthy Dessert,595 East Wetmore Rd,Tucson,AZ,32.288056,-110.962484,4,94,t,f,t,1,f,t,f,t,t,t,f,f,1,f,24304,6115,12791,30885
70115,pSgZ6x48zgkbWucfzswkzg,Nomiya,4226 Magazine St,New Orleans,LA,29.920815,-90.099814,4.5,258,t,t,t,2,t,f,f,t,f,f,f,f,4,f,14847,5248,8000,77961
37206,FnEWE7CdxTolKWEgVKAlsg,Nomzilla! Sushi Et Cetera,"1000 Gallatin Ave, Ste A",Nashville,TN,36.188610,-86.746745,4,203,t,f,t,2,t,t,t,t,t,t,t,t,2,f,11584,3749,5770,66065
37212,pWpi_cCH8IxwWy7pRmtq2w,Nomzilla! Sushi Et Cetera,"1201 Villa Pl, Ste 101",Nashville,TN,36.143006,-86.792333,3.5,47,t,t,t,2,t,t,f,t,t,t,f,f,4,f,7149,2539,4043,71699
19067,_Wwe33K98XMNbQN6z4s96A,Non Solo Pasta,900 West Trenton Ave,Morrisville,PA,40.202311,-74.809359,4,103,t,f,t,2,t,t,t,t,f,t,f,f,4,f,20311,12109,5140,110452
93101,5Z3uvoIoOFUzTmrBmIJv2g,Nona's Italian Deli,415 E De La Guerra St,Santa Barbara,CA,34.424296,-119.694738,3,37,f,t,t,1,f,t,f,t,f,t,f,f,1,f,13296,4177,6819,62925
70119,5HZPNcMR5dHQ1OyOb-RDgw,Nonna Mia Cafe & Pizzeria,3125 Esplanade Ave,New Orleans,LA,29.980283,-90.084040,3.5,294,t,t,f,2,t,t,t,t,f,t,t,f,4,f,16549,3305,9981,40769
19403,E8-BTZs3y0xIXflGSlBt1g,Nonna Rosa Pizzeria,236 Egypt Rd,Jeffersonville,PA,40.131007,-75.393033,3.5,63,t,f,t,1,t,t,t,t,t,t,f,f,4,f,18879,9749,7193,85248
19380,0qpQsGWPC-beLHPtRpKsng,Nonna's A Giunta Tradition,116 E Gay St,West Chester,PA,39.961080,-75.603309,3.5,32,f,f,t,3,t,t,t,t,f,t,f,t,4,f,20999,11647,7482,106738
46168,TUpEcktoaIHfegZywmDbuw,Nonna's By So Italian,5020 Cambridge Way,Plainfield,IN,39.677932,-86.370120,3.5,90,t,t,t,2,t,t,t,t,t,t,t,f,1,f,13703,7080,4291,70719
19040,hjioC2B9QdrvfYRTD4oH3Q,Nonno's Bakery,100 S York Rd,Hatboro,PA,40.175469,-75.106898,3.5,59,f,f,t,2,f,t,f,t,f,f,f,f,1,f,7763,4356,2573,87775
19153,ANmX99M5KtNWi5g39TFIKw,Noobar,"8500 Essington Ave, Level 2, Terminal B, Gate B3",Philadelphia,PA,39.875104,-75.243642,3,46,f,f,t,2,f,t,f,t,t,f,f,f,1,f,5382,1578,2591,54485
19342,152JQDYumtZAFlTsmFAxaA,Nooddi Thai Chef,364 Wilmington Pike,Glen Mills,PA,39.857759,-75.543158,4,133,f,f,t,2,t,t,f,t,t,t,f,f,1,f,8064,4556,3012,112373
19382,PFUlTzKxFLi8cWGBjfb0ZQ,Nooddi Thai Chef,10 W Market St,West Chester,PA,39.959482,-75.604807,3.5,56,t,f,t,2,t,t,f,t,f,t,f,f,4,f,20429,10896,7580,104232
19063,g8ZqVCalVp-PsOqyS4dXGw,Nooddi Thai Chef,42 E State St,Media,PA,39.917523,-75.387799,3.5,185,t,f,t,2,f,t,f,t,f,t,f,f,4,f,14697,7779,5546,102401
70118,LVRRjPZZ2pRrOUbBN1rRCA,Noodle & Pie,741 State St,New Orleans,LA,29.921946,-90.121355,3.5,202,t,t,t,2,t,t,f,t,f,t,f,f,2,f,13727,3773,7150,50597
93117,L6nIOUwcTGgQKExGHmvTzQ,Noodle City,5869 Hollister Ave,Goleta,CA,34.435791,-119.828303,3.5,480,t,t,t,1,t,t,f,t,f,f,f,f,4,f,16568,6412,8286,70878
18964,mOk3D7VczrDapNuUgLxUQw,Noodle Eighty Eight,664 E Broad St,Souderton,PA,40.314338,-75.311586,4.5,246,f,t,t,2,t,t,t,t,f,t,t,t,4,f,5283,3240,1408,79931
19064,kNyphDVYqOMLsx8aAy9ocA,Noodle Eighty Eight - Springfield,1168 Baltimore Pike,Springfield,PA,39.914251,-75.347624,4.5,41,f,f,f,2,f,f,f,t,f,f,f,f,1,f,8675,6088,1644,116394
89431,yIuVu762ldBVXHxUIHpfBQ,Noodle Hut & Sushi Bar,1100 Nugget Ave,Sparks,NV,39.533592,-119.758192,2.5,82,f,f,t,2,t,t,f,t,t,t,f,f,3,f,15322,5782,5826,50233
33606,564SxwIj6xXa8QRApKew5A,Noodle Kitchen and Market,500 S Howard Ave,Tampa,FL,27.939432,-82.482736,4.5,156,t,t,t,2,t,t,f,t,f,f,t,f,1,f,8894,2956,5155,95799
85716,5YFqjdNj7HCkDwYjvwG50g,Noodleholics,3502 E Grant Rd,Tucson,AZ,32.250272,-110.918089,4.5,413,f,t,t,2,t,t,f,t,t,t,t,f,2,f,15259,3927,9170,42147
85704,MU7sSrAR9O9guMjVRaPPjA,Noodleholics,7850 N Oracle Rd,Oro Valley,AZ,32.349358,-110.974382,4.5,70,t,t,t,2,t,f,f,t,f,t,t,f,1,f,15591,6394,7529,62544
37067,YjlbpEMGw_6VHAYH8gnCQ,Noodles & Company,995 Meridian Blvd,Franklin,TN,35.950776,-86.807629,3.5,86,t,t,t,1,t,t,f,t,f,t,f,f,4,f,12492,7770,3850,107464
