Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions
LCxZ5RkXU9pQvKLInTLCrQ,Car-Mira's Deli,3240 Chichester Ave,Boothwyn,PA,19061,39.8354576236,-75.4431258452,4.5,37,1,0,1,1,1,1,0,1,1,1,0,0,1,0
un0xxX785wfQfprryh0TjQ,Lucky's Last Chance,4421 Main St,Philadelphia,PA,19127,40.026303576,-75.2255360669,4.5,579,0,1,1,2,1,1,0,1,1,1,0,1,4,0
ZLhu-sAejh5yGd8aV9zcGQ,Catrinas Tacos and Tequila,1611 N Howard Ave,Tampa,FL,33607,27.9570538235,-82.4828053211,3.5,225,1,1,0,2,1,1,1,1,1,1,0,1,4,0
eVUP_iOwvsLk6daEmyhESA,Yemanja Brasil,2900 Missouri Ave,Saint Louis,MO,63118,38.6001819,-90.2214435,4.0,185,0,1,1,2,1,1,1,1,1,1,0,1,4,0
Oh3Q3QfhMl2DArFiLUrT9Q,La Fourno Ristorante Trattoria,636 South St,Philadelphia,PA,19147,39.942059,-75.153412,4.0,273,1,0,1,2,1,1,1,1,0,1,0,0,4,0
yZEHSlOaSQHGnAbS7iYD2g,The Golden Hoosier,3707 S Kingshighway Blvd,St. Louis,MO,63109,38.5929216,-90.2726194,4.5,57,0,1,1,2,1,0,0,1,1,1,0,1,1,0
Q6UMzPsvCVa2yJu3bCYA-Q,Marco's Pizza,"13370 E Mary Ann Cleveland Way, Ste 114",Vail,AZ,85641,32.05093,-110.709232,3.0,30,1,0,0,1,0,0,0,1,0,0,0,0,1,0
F2aSixBUyZnQgpu1ibREOg,Fitzgerald's Lunch House,9130 Otis Ave,Indianapolis,IN,46216,39.8570528052,-86.008291251,5.0,158,0,1,1,1,1,1,0,1,0,1,1,0,4,0
SFN5g5eexukcaZkzoiYQYg,Kounter Kulture,3825 Watson Rd,St. Louis,MO,63109,38.5951242,-90.3014324,5.0,329,1,1,1,2,1,1,0,1,1,0,0,0,1,0
auugkEfD7ZF3xkliCZIv4g,Stout Burgers & Beers,400 Centerview Dr,Brentwood,TN,37027,36.0268628881,-86.788520605,4.0,304,1,1,1,2,1,1,1,1,1,1,1,1,2,0
QYhmr5L6rDDprQYXmflCeg,El Jalapeno Mexican Restaurant,4902 S East St,Indianapolis,IN,46227,39.694516,-86.149614,4.0,73,0,0,1,2,1,1,1,1,0,1,1,0,2,0
Q1HW1zvVSIegopXiapiqVA,Zaxby's Chicken Fingers & Buffalo Wings,719 S Mount Juliet Rd,Mount Juliet,TN,37122,36.1596621,-86.5148841,2.0,30,1,0,1,2,1,1,0,1,1,1,0,0,4,0
3Yr-zJORfOhHakvRY7Neag,Bluefin Seafood Bistro,7053 N Oracle Rd,Tucson,AZ,85704,32.3357795,-110.9775814,3.5,105,0,1,1,3,1,0,1,1,1,1,0,1,4,0
XH8H630zdwkFANePYmmXqQ,Red Lobster,"26320 US 19th N, COUNTRYSIDE",Clearwater,FL,33761,28.0118,-82.734786,3.0,72,1,0,1,2,1,1,1,1,1,1,1,0,1,0
20cZe44sIDZkCFvX9BMQGg,Palermo's Pizza,700 Nutt Rd,Phoenixville,PA,19460,40.132509,-75.53332,3.5,40,1,0,1,1,1,1,0,1,1,1,0,0,1,0
_vLfidpLDYHfZ_KnFZ75Lg,Super Cucas,6527 Madrid Rd,Isla Vista,CA,93117,34.4123071,-119.8550971,3.5,209,1,1,1,1,1,1,0,1,0,1,0,0,4,0
ZhY-X2J-S4DLqedHdNFAMQ,Nagasaki Sushi & Ramen Noodle,113 W Market St,West Chester,PA,19382,39.9590805,-75.6062869,3.5,35,1,0,1,2,1,1,1,1,0,1,0,0,1,0
wPCp5k8UqTNHaTE67ThYqw,Pisco Restaurant and Bar,7507 N Armenia Ave,Tampa,FL,33604,28.0160896,-82.4851343,3.0,44,1,0,1,1,0,1,0,1,0,0,0,0,1,0
09Oc2D14vRnmirPh0vlXw,Cracker Barrel Old Country Store,110 Hancock Ln,Mount Holly,NJ,08060,40.02844,-74.81503,3.0,135,1,0,1,2,1,1,0,1,0,1,0,0,4,0
10vwMRFlL-lUeIhli-1rLA,Hummus Fresh,1655 Robb Dr,Reno,NV,89523,39.527922,-119.8824436,4.0,90,1,0,1,1,1,1,0,1,1,1,1,0,1,0
f5D33_M0RWudFR7Q-fPlJw,La Cucina Internazionale,11098 Spring Hill Dr,Spring Hill,FL,34608,28.4611139,-82.5405445,4.5,54,1,0,1,1,1,1,0,1,1,1,0,0,4,0
eLOqWp2OLfr5dfJHwYEC1Q,Zoe's Kitchen,"1751 Wilmington Pike, Ste B-1",Glen Mills,PA,19342,39.8751177769,-75.543822269,4.5,71,1,1,1,2,1,1,0,1,1,1,0,0,4,0
UNtta3w643ZWsJ7JDxhC9g,Hammerstone's,2028 S 9th St,Saint Louis,MO,63104,38.6066346,-90.2051672,3.5,174,0,1,1,1,1,0,0,1,1,1,1,1,3,0
bcfXCWaYxIN4UoV_94ksLQ,Gold 'N Silver Inn,790 W 4th St,Reno,NV,89503,39.5275982,-119.8248452,3.5,520,0,0,1,2,0,1,0,1,1,1,0,1,4,0
AmYpyArIwjZVnJLRPXEpLw,Amma's South Indian Cuisine,"700 Haddonfield Berlin Rd Eagle Plz, Ste 36",Voorhees Township,NJ,08043,39.8520748142,-74.9825229388,4.0,107,1,0,1,2,1,1,1,1,1,1,1,0,4,0
kz28R2_dTlUfT4Wb9A6qDw,RJ's Replays,5769 E Speedway Blvd,Tucson,AZ,85712,32.236378,-110.869596,3.5,77,0,1,1,2,1,0,0,1,1,1,0,0,4,0
5lwezMGXlN-CF-agEEIjQg,IHOP,5016 Old Hickory Blvd,Hermitage,TN,37076,36.19339,-86.61642,2.0,75,1,0,1,1,1,1,0,1,0,1,0,0,4,0
hUl_zNzmwMd8TD8pPL81pg,That's Amore Pizzeria,4441 W Metairie Ave,Metairie,LA,70001,29.983012,-90.179105,4.5,379,1,1,1,2,1,1,0,1,1,1,1,0,4,0
MpXo24qYu4DazQXDrs2oA,India House,235 Lancaster Ave,Frazer,PA,19355,40.0412475,-75.5428178,4.0,34,0,0,1,2,1,1,1,1,1,1,1,0,4,0
6FX09pOrazvGT9s6_nQ7CQ,Frothy Monkey,235 5th Ave N,Nashville,TN,37219,36.164110402,-86.7809270202,4.0,988,1,1,1,2,1,1,0,1,1,1,1,1,4,0
96rO1FojhcEPOkAo2uzv7A,Two Fish BYOB,34 Trading Post Way,Medford Lakes,NJ,08055,39.8639543,-74.8048117,4.5,55,0,0,1,3,1,0,1,1,1,0,0,0,4,0
z06GXcZzBZ38BDHW2LVu1w,Wendy's,2603 West End Ave,Nashville,TN,37203,36.145794,-86.810037,1.5,58,1,0,1,1,1,1,0,1,1,1,0,0,1,0
v-tpo1lc5o16rm6RigborA,Baja Fresh,1440 N Eagle Rd,Meridian,ID,83642,43.6179894749,-116.353854964,3.0,35,1,1,1,1,1,1,0,1,0,1,0,0,4,0
9qDZKrYlJMWhZaoD77Z27w,Papa John's Pizza,"770 S. Meadows Pkwy., Suite C3, Ste C3",Reno,NV,89521,39.438006,-119.756085,2.5,61,1,0,1,1,1,1,0,1,0,0,1,0,1,0
0INrDX--UuVvHVKpk4mL5Q,1718 Bates-Hendricks HouseBar,1718 S East St,Indianapolis,IN,46225,39.7442207,-86.1497185,5.0,41,1,1,1,2,1,1,0,1,0,0,0,0,4,0
HhD8DLES5ZeULKDXmfkOOg,Walk-On's Sports Bistreaux - New Orleans,1009 Poydras St,New Orleans,LA,70112,29.9507694,-90.0747973677,3.5,508,1,0,1,2,1,1,0,1,1,1,0,0,2,0
w2-bb8yWX2e7nlvHzArCtQ,Backwaters on Sand Key,"1261 Gulf Blvd, Ste 130",Clearwater Beach,FL,33767,27.951998,-82.829696,3.5,332,1,1,1,2,1,1,1,1,1,1,1,1,4,0
aYTy7BprrbZ2uvsqPHanZg,Cava,789 Harrison Ave,New Orleans,LA,70124,30.004888,-90.105969,4.0,85,0,0,1,3,1,0,1,0,1,1,0,0,4,0
P_QAD4_iMgqTaWd5On_n3g,TAP Thai Cuisine,3130 State St,Santa Barbara,CA,93105,34.440696,-119.732304,3.5,332,1,1,1,2,1,1,1,1,1,1,1,1,4,0
KNT8GXwskxgJsUKAXy1HPA,Fresco Pizza Grill,228 S Newtown Street Rd,Newtown Square,PA,19073,39.9760598,-75.39853,3.0,106,1,1,1,2,1,1,1,1,1,1,1,0,4,0
IEZQJcu09cKSwwn42VH4Aw,Fattoush Cafe,1716 Charlotte Ave,Nashville,TN,37203,36.1584013,-86.7996517,4.0,140,1,0,1,1,1,1,0,1,0,1,0,0,4,0
RpNWMXXPnNkt8kmvJcP5ig,Maloney's Local Irish Pub,9540 W Linebaugh Ave,Tampa,FL,33626,28.0429799956,-82.5917816162,3.5,114,1,1,1,2,1,0,0,1,1,1,0,1,3,0
66wcjP8_G9gFRU30Y5oQBA,The Mansion,3000 Main St,Voorhees,NJ,08043,39.8660281505,-74.9464804647,3.0,74,0,1,1,3,1,1,1,0,1,1,1,0,2,0
66U1bqahhW27Pr4ermVaqw,Made Grocery,"8201 Oak St, Ste 2",New Orleans,LA,70118,29.9482376128,-90.1307811588,4.0,34,0,1,1,2,1,1,0,1,0,1,1,1,1,0
GiSzaf49ouPSo4UGmeFgsg,Lariele,111 W State St,Media,PA,19063,39.9183409,-75.3914724,3.5,74,1,1,1,2,1,1,1,1,1,1,0,0,4,0
Q1EQeIR0Ypv49JL55DogRw,Liborio's Cuban Restaurant,321 Magazine St,New Orleans,LA,70130,29.9500475,-90.0681308,2.5,37,0,0,1,2,1,1,0,0,0,1,0,0,4,0
fq-wQAMXS7CO4L8GkpOSyQ,Mousetrap Bar & Grill,5565 N Keystone Ave,Indianapolis,IN,46220,39.8544411,-86.1215435,4.0,90,1,1,1,1,1,0,0,1,1,1,0,0,4,0
sMJ4A3chg99uuniAuXLr8A,Twin Peaks,4436 Veterans Memorial Blvd,Metairie,LA,70006,30.0020079558,-90.1827781042,2.5,86,0,0,1,2,1,0,0,1,1,1,0,0,2,0
uB0XXol1OqcaJJzi40L5iw,Pho Ngan,"4951 E Grant Rd, Ste 119",Tucson,AZ,85712,32.2511552,-110.8876562,4.0,77,1,1,1,1,1,0,1,1,1,0,1,0,1,0
RGcA2uLAS2fcYCLmQf-aWw,Paradise Pizza,132 W Browning Rd,Bellmawr,NJ,08031,39.8662209,-75.0852741,4.5,33,1,0,1,1,1,1,0,1,1,1,0,0,1,0
_eF0R1C8qn4tsqM5h5uyig,Naruto Sushi,3101 Rte 42,Sicklerville,NJ,08081,39.72469,-75.029295,4.5,140,1,0,1,2,1,1,1,1,0,1,1,0,1,0
BWh8oUADBbFTefhBZg5trw,612 Kitchen & Cocktails,612 W Woodbine Ave,Kirkwood,MO,63122,38.5740783,-90.4180915,3.5,127,0,1,1,2,1,1,1,1,1,1,0,1,4,0
QkY0yaqfLe18MVa_aG325A,Taco Bell,1605 W. Kennedy Boulevard,Tampa,FL,33606,27.94483,-82.47565,1.5,45,1,0,1,1,1,1,0,1,1,1,0,0,1,0
5Hvt4NPyJBRV8BL6U3xMuQ,Not Just Pizza,1030 N American St,Philadelphia,PA,19123,39.967145,-75.140957,3.0,62,1,0,1,1,1,1,0,1,0,0,0,0,4,0
gQ5_wcFqhplc9xrnSCt6-Q,Scordato's Pizzeria,4911 N Stone Ave,Tucson,AZ,85704,32.295803,-110.971607,4.0,465,1,1,1,2,1,1,0,1,1,1,1,1,4,0
Xkdu_37aNqJxilh9XQSmEA,The Rook Manayunk,4001 Cresson St,Philadelphia,PA,19127,40.021682,-75.2159767,4.0,53,1,1,1,2,1,0,0,1,1,0,1,1,1,0
XMmRsUKGPPnr029UwntR_A,Moo,137 S Main St,New Hope,PA,18938,40.3599945529,-74.9499827251,4.5,174,0,1,1,2,1,1,0,1,1,1,1,1,4,0
NkKci3ZJsRqHYvgwxwjtmA,Five Guys,2830 N Eagle Rd,Meridian,ID,83646,43.6305992,-116.3537161,3.5,72,1,0,1,2,1,1,0,1,0,1,0,0,2,0
1xuIrC6VBoa_9XB_5eTfAg,The Boom Boom Room,1229 Washington Ave,St. Louis,MO,63103,38.6321275,-90.1979132,4.0,90,1,0,1,2,1,0,1,1,1,1,1,1,3,0
Mwc3n5Psw9wRaQ22vZWDYQ,Bar Hygge,1720 Fairmount Ave,Philadelphia,PA,19130,39.9671254924,-75.1661240918,4.5,387,1,1,1,2,1,1,1,1,1,1,1,1,4,0
VFYl4kTic543Qmqk3LCWvQ,Big John's Steaks Pizza & Deli,1800 Marlton Pike E,Cherry Hill,NJ,08003,39.9064302,-74.9764397,3.5,32,1,0,1,1,0,1,0,1,0,1,0,0,3,0
tmaIgDhOC-YJultQCh5_lw,Rare Form,405 Frenchmen St,New Orleans,LA,70116,29.962044,-90.057491,4.0,54,1,1,0,2,1,0,0,1,1,1,1,1,4,0
cGIFBCZWk9YgMWgHRaHrQ,Silk Cuisine,654 W Lancaster Ave,Bryn Mawr,PA,19010,40.0187869,-75.3132818,4.0,96,1,1,1,2,1,1,1,1,0,1,0,0,1,0
U06_bT3m_Zwju6-AlIgFig,Mt Lemmon Cookie Cabin,12781 N Sabino Canyon Park,Mount Lemmon,AZ,85619,32.4414068696,-110.7596771044,3.0,172,0,1,1,2,1,1,0,1,0,1,1,0,1,0
G2oWC7vWPTiTZt--0bUMzA,Kalaya,764 S 9th St,Philadelphia,PA,19147,39.9399660086,-75.1577649178,4.5,272,1,1,1,3,1,0,1,1,1,1,1,0,4,0
ZJzlns_dFkapVajmdFHGuw,Embermill,1031 State St,Santa Barbara,CA,93101,34.4220535,-119.7031354,4.5,211,1,1,1,2,1,0,1,1,0,1,1,0,4,0
0KqR1zKomUJsk-_-Dx92SQ,El Mojito Mexican Restaurant,450 Donelson Pike,Nashville,TN,37214,36.1509979,-86.6670109,4.0,44,1,0,1,1,1,0,0,1,1,0,1,1,1,0
rQKL-bO8Xup4gCPcj_oz6w,PlantPure Cafe,1115 Walnut St,Philadelphia,PA,19107,39.9490546,-75.1597386,4.5,59,1,1,1,1,1,1,0,1,1,1,1,0,1,0
NiljjvbIIzQPxIPqeLLg2Q,Tucker's Place,2117 S 12th St,Saint Louis,MO,63104,38.607224,-90.210163,4.0,433,1,1,1,2,1,1,1,1,1,1,0,0,4,0
o45O8DI0MJXYsHnoIkP0jg,D'jakarta Cafe,1540 W Ritner St,Philadelphia,PA,19145,39.9209022,-75.173679,4.5,107,1,0,1,2,1,1,1,1,0,1,0,0,4,0
OTfoTKlO8ZlLifPh92Ffwg,Hotcakes Emporium Pancake House & Restaurant,5201 E US Hwy 36,Avon,IN,46123,39.757662,-86.4406145,3.5,35,1,1,1,1,1,1,1,1,0,1,0,0,4,0
e64AwwaK8zwczBLgHYZU0Q,"Old School Burgers, Dogs & Shakes",1135 York Rd,Willow Grove,PA,19090,40.1595321473,-75.1117199813,4.5,141,1,1,1,1,1,1,0,1,0,1,1,0,4,0
5weKtGSMCkQzNxB9GBpbCw,Tokyo Japanese Steakhouse & Sushi Bar,13420 Boyette Rd,Riverview,FL,33569,27.8522324,-82.2679443,3.5,31,0,0,1,2,1,1,1,1,1,1,0,0,4,0
CaS4OzIfDfbYyGai0Wn3Zw,Intelligent Gourmet,3413 S Manhattan Ave,Tampa,FL,33629,27.9125381982,-82.5181973515,4.5,51,0,0,1,2,1,0,0,1,1,0,1,0,1,0
Kg1bt3WU3QA39rO_Nk7k7g,China Wok,903 Gallatin Pike S,Madison,TN,37115,36.252456,-86.716684,3.5,49,1,0,1,2,0,1,0,1,0,1,0,0,2,0
EyOva59wt7KBAhGknIcDlA,Chap's Taproom,2509 W Main St,Eagleville,PA,19403,40.1410067,-75.3873516,3.5,100,0,1,1,2,1,0,0,1,1,1,1,1,4,0
cjGcc6E32U5DAMG_bScclg,Tre Fratelli,17 Summit Square Ctr,Langhorne,PA,19047,40.216306,-74.928045,4.0,51,1,0,1,2,1,1,1,1,0,1,0,0,4,0
t-QxJFbbSjC-_X9TWJqITA,Shack Breakfast & Lunch,"13645 Big Bend Rd, Ste 105",Valley Park,MO,63122,38.5682705361,-90.4779899287,4.5,459,1,1,1,2,1,1,0,1,1,1,1,0,2,0
R8QfbttGgcWOijWb8j-W_g,Sam's Sports Grill,"300 Indian Lake Blvd, Ste E100",Hendersonville,TN,37075,36.3294129975,-86.5923564246,3.5,125,1,1,1,2,1,1,0,1,1,1,0,0,2,0
htDRn1cXDyimxz6BJWB3LQ,Josephine Estelle,600 Carondelet St,New Orleans,LA,70130,29.9483315,-90.0718664,4.0,364,1,1,1,2,1,0,1,1,1,1,1,1,4,0
PQlbIJ0ShH_aRVgzvBWgw,Murray’s,285 Montgomery Ave,Bala Cynwyd,PA,19004,40.0055994,-75.2421178,3.0,67,0,0,1,2,1,1,0,1,0,1,0,0,1,0
a1nhhoy3oL21gvxlNOIzYA,Yamato Sushi & Hibachi Express,927 N Green St,Brownsburg,IN,46112,39.8554051,-86.39036,4.0,58,1,0,1,2,0,0,0,1,0,0,0,0,1,0
GTLgSHSSZOde4ZUrp0mC0A,Blaze Pizza,12697 North Pennsylvania St,Carmel,IN,46032,39.9723445911,-86.1546703211,4.0,221,1,1,1,1,1,1,0,1,1,1,1,0,4,0
JRa60aO_ZZCdfDIU6IlpCA,Balise Tavern,640 Carondelet St,New Orleans,LA,70130,29.9476763,-90.0722131,4.0,188,0,1,1,2,1,0,1,1,1,1,1,1,4,0
yXbhFZH3Rg_rRg7EaxrEdg,Bento Asian Bistro,901 Indiana Ave,Indianapolis,IN,46202,39.7795268,-86.1728314,4.0,170,1,0,1,1,1,1,0,1,1,1,0,0,4,0
HEtk9ycAlpSOYkVzyKRzMA,Blue Danube Restaurant,538 Adeline St,Trenton,NJ,08611,40.2045779,-74.7459306,4.5,68,0,1,1,2,1,1,1,1,0,1,0,0,4,0
yMeC2ltA33lJ-nBIQP4sJQ,Tre Famiglia,403 N Haddon Ave,Haddonfield,NJ,08033,39.9031428,-75.0392176,4.0,224,1,1,1,2,1,0,1,1,1,1,1,0,4,0
yXJsY6k67TfO7du7UJVWCg,Irish 31 - Wiregrass,28538 Willet Way,Wesley Chapel,FL,33543,28.187868,-82.3475651,3.5,123,1,1,1,2,1,1,0,1,1,1,1,1,3,0
nXUfI8_N0cSh5rlYjaOx4g,Carniceria los Vaqueros,2023 S Craycroft Rd,Tucson,AZ,85711,32.1983101296,-110.8745099232,4.5,63,0,1,1,1,1,1,0,1,0,0,1,0,4,0
fNrIpFcGr8-lMgTQJLRayQ,Dim Sum Factory - Horsham,303 Horsham Rd,Horsham,PA,19044,40.180768,-75.134714,4.0,162,1,0,1,2,1,0,0,1,0,1,0,0,1,0
EJeq9K5-ilBj8bSbCX4cMw,IHOP,3511 S Carrollton Ave,New Orleans,LA,70118,29.9644,-90.1108,2.0,60,1,0,1,1,0,0,1,1,0,0,0,0,1,0
35jNPbB_-8oh-LHb9GEIQg,James Restaurant & Bar,1835 Arch St,Philadelphia,PA,19103,39.955531,-75.170951,3.5,198,1,1,1,2,1,0,1,1,1,1,1,1,4,0
VVC2ZRQlz8JtK9LmgjQoIw,Sushi Thai by Samran,229 N Illinois St,Belleville,IL,62220,38.5164666,-89.9844431,4.5,53,0,0,1,2,1,1,0,1,1,1,0,0,1,0
noRT1heGkIflS0_S2ciF2Q,Ming Ming Tea Cafe,7218 Central Ave,St. Petersburg,FL,33707,27.770582,-82.738566,4.5,207,0,0,1,1,1,1,0,1,1,1,0,0,1,0
rj8-s2AcXUYQyeHcoOYCIA,Bonfire Mongolian Grill,"261 Indian Lake Blvd, Ste 130",Hendersonville,TN,37075,36.327721,-86.596916,3.0,31,1,0,1,1,1,0,1,1,1,1,1,1,1,0
z3jfgtlDBww3jTPLosPeew,Korea House,"6410 Charlotte Pike, Ste 108",Nashville,TN,37209,36.143765,-86.874381,4.5,378,1,0,1,2,1,1,0,1,0,1,0,0,4,0
tHrf1mS06yMxqF78Ormyuw,Pickleman's Gourmet Cafe,20 N Central Avenue,Clayton,MO,63105,38.6508243389,-90.3380698091,3.5,41,1,0,1,1,1,1,0,1,1,1,0,0,4,0
TVX2a4bVuCE2VUIkiLdZrQ,Flavor of India,3026 State St,Santa Barbara,CA,93105,34.4406128,-119.729371,4.0,501,1,1,1,2,1,1,1,1,0,1,1,0,4,0
EP7GpUM6lGWOpvkxG-9C6Q,Roller's Express-O,8341 Germantown Ave,Philadelphia,PA,19118,40.0752334,-75.2045913,3.0,47,0,0,0,2,1,1,0,1,0,1,0,0,3,0
0b7cBRywLcoqUpa3PluykA,Ristorante Luca,772 2nd St Pike,Southampton,PA,18966,40.1763619399,-75.0428013117,4.5,49,0,0,1,2,1,1,1,1,0,0,0,0,1,0
ivlp7pYlFX9Qy4T8uBhzpQ,West End Cafe,"1720 W End Ave, Ste 100",Nashville,TN,37203,36.1534511,-86.7958772,3.5,113,1,1,1,2,1,1,0,1,1,1,0,1,4,0
dswO92Xa7KuOe9_KoHb3Fw,Little Caesars,2880 Northtowne Ln,Reno,NV,89512,39.5555284967,-119.7811716612,1.5,33,1,0,1,1,1,1,1,1,1,0,0,0,2,0
jSD59rebwOrq80hbQNXfBQ,Bamboo Bistro,333 Dartmouth Ave,Swarthmore,PA,19081,39.9022334,-75.3487104,4.0,91,1,0,1,2,1,1,1,1,1,1,1,0,4,0
VdJ2Ln27tfM258MaT_qIXw,Bernie's Pretzel Bakery,500 E Providence Rd,Aldan,PA,19018,39.925432,-75.279424,4.5,33,1,0,1,1,0,0,0,1,0,0,0,0,1,0
55gCXlWDDCdttR3yRss1xw,The Rittenhouse Hotel,210 W Rittenhouse Sq,Philadelphia,PA,19103,39.949912499999996,-75.1736448,4.0,125,0,0,1,3,0,0,1,0,1,1,0,0,1,0
DKRssfE83bAnqHvwXK5DqA,Randazzo's Pizzeria,1826 S St,Philadelphia,PA,19146,39.9444927907,-75.1726122757,4.0,153,1,0,1,1,1,1,0,1,0,1,0,1,4,0
U9DgZSDbjwp1hcIcBInxlQ,Jimmy John's,6681 Delmar Blvd,University City,MO,63130,38.6564186,-90.3080035,2.5,45,1,0,1,1,1,1,0,1,0,1,1,0,4,0
dS9HVkAU9IwOIjl4UdJvhA,Reading Room Restaurant,6001 Central Ave,Saint Petersburg,FL,33710,27.7713274,-82.716553,4.5,109,0,0,1,3,1,0,1,0,1,1,1,1,1,0
aYdQNCcv9O6DM8uiPIIv4A,The Toros,271 W Northfield Dr,Brownsburg,IN,46112,39.8572528,-86.3941214,2.5,49,0,0,1,1,1,1,0,1,1,1,0,0,2,0
jPVVH8cb_1gEQkcIZGxg9g,Mountain Timber Coffee,106 E Williams St,Meridian,ID,83642,43.6053894,-116.3914066,4.5,46,0,1,1,1,0,0,0,1,1,0,1,0,1,0
49QeUC0W3mGJTxmg-bECTA,Grind Modern Burger,705 W Fulton St,Boise,ID,83702,43.6114868,-116.2066223,4.0,112,0,1,1,2,1,1,1,1,1,1,0,1,2,0
ynOYkpRAQIEGI-GGTByBKA,Tony's Place Bar & Grill,1297 Greeley Ave,Ivyland,PA,18974,40.213311,-75.0701036,3.5,184,1,1,1,2,1,1,1,1,0,1,0,1,2,0
WoDFTyLtU3RhHPx-7GhQyA,CAVA,1713 Chestnut St,Philadelphia,PA,19103,39.9518087,-75.1692367,4.0,106,1,1,1,1,1,1,0,1,0,0,0,0,4,0
lgmDMF32bLmMApmkGXYVeQ,Penn Station East Coast Subs,7049 Hwy 70 S,Bellevue,TN,37221,36.0746498307,-86.919244907,4.0,56,1,0,1,1,1,1,0,1,1,1,1,0,4,0
OLSFUxfRCjLNPi49yOOrsQ,Rayaki - Cherry Hill,404 Marlton Pike E,Cherry Hill,NJ,08034,39.9129637,-75.002159,4.0,316,1,1,1,2,1,1,0,1,1,1,0,0,4,0
o0kv8QGw4WhQrP6ZwcqRXQ,The Saucy Crawfish,926 E Fowler Ave,Tampa,FL,33612,28.0549592,-82.4490711,4.0,37,1,1,1,1,1,1,0,1,0,0,1,0,4,0
UBIG1I0th2sSLekfXo-7jA,Miguel's Mexican Food,1415 S Virginia St,Reno,NV,89502,39.5100168,-119.8056091,4.0,500,1,1,1,2,1,1,0,1,0,1,0,1,4,0
Ipt9ga67vVC_2ob3YmVwNA,Lincoln Square Pancake House,5024 E 56th St,Indianapolis,IN,46226,39.8555,-86.085553,4.0,118,1,0,1,1,1,1,1,1,1,1,0,0,4,0
q4AxwoWQs6rk2nkWJuYZIA,Triangle Tavern,1338 S 10th St,Philadelphia,PA,19147,39.9323559,-75.1611077,4.0,216,1,0,1,2,1,0,0,1,0,1,0,1,4,0
71rmc6h_EMr8gIBzRW6MVA,The Buffet,538 E 9th St,Tucson,AZ,85705,32.2236391,-110.9628416,4.0,127,0,0,0,1,1,0,0,1,0,1,0,1,3,0
OYapFiLl0Py57ngEsw_74g,China Bamboo,6910 E Tanque Verde Rd,Tucson,AZ,85715,32.2502389544,-110.8448320199,4.0,113,1,1,1,2,1,1,1,1,1,1,1,0,1,0
P-TC0VSnUsct3NhYrj5xOA,Thinh An Kitchen & Tofu,8104 W Waters Ave,Tampa,FL,33615,28.0254854,-82.5706104,4.5,768,1,1,1,2,1,1,0,1,0,1,1,0,4,0
Sp4HOjXy-LYV_4yy10L3jg,Modern Times Academy of Recreational Sciences,418 State St,Santa Barbara,CA,93101,34.416541,-119.6945756,4.5,74,0,1,1,2,1,0,0,0,1,1,1,0,1,0
kBuzuNDQNM26AUbnkRVifg,St. Pete Bagel Co.,4419 66th St,Kenneth City,FL,33709,27.8116497,-82.7281602,4.0,64,0,0,1,1,1,1,0,1,1,0,1,0,3,0
rbMtoYrV-R74EPfV-wjaRQ,Friendly's,2250 Route 70 W,Cherry Hill,NJ,08002,39.9244626,-75.0450487,2.0,33,0,1,1,2,1,1,0,1,0,1,0,0,2,0
0TZhSVLu-HSNSVSQANvx1Q,Empire Diner,106 E Baltimore Ave,Lansdowne,PA,19050,39.9392231,-75.264905,3.0,98,1,0,1,2,1,1,0,1,0,1,0,0,4,0
c2FJP_fPywkp6Gd1i4tWZQ,The Blind Onion Pizza & Pub,295 Los Altos Pkwy,Sparks,NV,89436,39.583144,-119.7396178,3.5,314,1,1,1,2,1,1,0,1,1,1,0,0,4,0
B2KGQwnxjpdY4TIVqmG3XA,Wet Hen Cafe,3979 S McCarran Blvd,Reno,NV,89502,39.4772143165,-119.7637653351,4.5,484,1,1,1,2,1,1,0,1,1,0,1,0,4,0
d-KScItGomWp3EqbXrfZ6w,Chick-fil-A,2532 Green Mt Commons,Belleville,IL,62221,38.5200212,-89.9245112,4.0,37,1,1,1,1,1,1,0,1,1,1,0,0,4,0
nC-z2sw5O9AXdaz-3lV8yA,Lucky Wishbone,4701 E Broadway Blvd,Tucson,AZ,85711,32.2218235558,-110.8919134153,3.0,77,1,0,1,1,1,1,0,1,0,1,0,0,4,0
C6AiAF35zwpAoK5jjm-nhA,Montecito Coffee Shop,1498 E Valley Rd,Santa Barbara,CA,93108,34.4372898,-119.632278,3.5,37,0,1,0,2,1,1,0,1,1,0,0,0,4,0
WCNd0M_-1uJNpHP14nQ8og,Ota-Ya Japanese Restaurant,10 Cambridge Ln,Newtown,PA,18940,40.226538,-74.9399958,4.0,63,0,0,1,2,1,1,1,1,0,1,0,0,1,0
M24ELQEY7KI8PpNoJza7_g,Saladworks,159 E Swedesford Rd,Wayne,PA,19087,40.0733004,-75.4339771,3.0,34,1,0,1,2,1,1,0,1,1,1,0,0,4,0
