,Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
12360,zgGdNJdYjlWDmOIxrJhQ1w,A Little Thai Kitchen,1900 Greentree Rd,Cherry Hill,NJ,8003,39.9060517,-74.9648058,4.0,169,1,0,1,2,1,1,1,1,0,1,0,0,1,0,10884,7816,2038,132441,162489,30629
12361,#NAME?,Dawson Street Pub,100 Dawson St,Philadelphia,PA,19127,40.018561,-75.2127855,4.0,76,0,1,0,1,1,0,0,1,0,1,0,1,4,0,2678,639,1962,74936,104604,5913
12363,djeYYE2MIT36obh5mcZn8A,Poke King,"10490 N McCarran Blvd, Ste 103",Reno,NV,89503,39.533777,-119.862721,4.5,426,1,1,1,2,1,1,0,1,0,1,0,0,4,0,12469,4209,6739,54063,76117,27891
12364,#NAME?,Chon Tong Thai Cafe,5094-D Murfreesboro Rd,La Vergne,TN,37086,36.02061574,-86.58071995,4.5,66,0,0,1,1,1,1,0,1,0,1,1,0,1,0,11552,6000,2562,64130,77384,31513
12365,oHGPTi_BMJGOuAQqhOa0Qw,Crispy's Fish-n-Chips,736 E Fort Lowell Rd,Tucson,AZ,85719,32.2643976,-110.9599542,3.5,160,1,1,1,1,1,1,0,1,1,1,1,0,4,0,18119,3526,12170,34013,48571,43989
12367,9I7VNu6_VclomWuINtIFaw,Las Americas,"4715 Nolensville Pike, Ste A",Nashville,TN,37211,36.0673339,-86.7190216,4.5,114,0,0,1,1,1,1,0,1,0,1,1,0,2,0,29353,11228,13064,59075,75023,74755
12368,BtesR_IjhMMkrVhwdg5APA,Salvo's Pizza,701 Presidents Pl,Smyrna,TN,37167,35.98062817,-86.55664444,3.5,147,1,0,1,2,1,1,0,1,1,1,1,0,4,0,21579,10955,6308,69482,80715,49322
12369,l298Q2w2R_juyuQDaNvXsg,Romano's Macaroni Grill,2265 W Ina Rd,Tucson,AZ,85741,32.3366746,-111.0151637,3.0,91,1,0,1,2,1,1,1,1,1,1,0,1,4,0,13989,5663,5499,63092,73330,32998
12370,zevXYO3pmhHRk0wdFaCP0A,Taps & Dolls,247 S Meridian St,Indianapolis,IN,46225,39.7631191,-86.1577606,3.0,62,0,0,1,2,1,0,0,0,1,1,0,1,4,0,2163,516,1141,35694,47294,7319
12372,gVGOy2ACwZMMKyMZFxVAPQ,Pita Pit,5800 Magazine St,New Orleans,LA,70115,29.9214534,-90.1191909,3.5,88,1,1,1,1,1,1,0,1,1,1,0,0,1,0,14847,5248,8000,77961,119724,31695
12375,0FIfHHrNbcc_hXbCjhU8HQ,Au Bon Pain,"Vanderbilt Medical Ctr, Medical Ctr Dr, Ste 2010",Nashville,TN,37212,36.14260423,-86.8017756,2.5,61,0,1,1,2,1,1,0,1,1,1,0,0,4,0,7149,2539,4043,71699,135689,20148
12376,aJB-yCUFV1fREG7-Z1J5Zw,Tooley's Cafe,299 S Park Ave,Tucson,AZ,85719,32.2188415,-110.955986,3.5,33,0,1,0,1,1,1,0,1,1,1,0,0,1,0,18119,3526,12170,34013,48571,43989
12378,#NAME?,Señor Tequila Mexican Grill-  Wesley Chapel,1640 Bruce B Downs Blvd,Wesley Chapel,FL,33543,28.18198,-82.3529,3.0,42,0,0,0,2,0,0,0,0,0,1,0,0,1,0,9822,5932,2307,84375,99790,21898
12379,Rf-p0k0HpqtD7L4YBfWjPQ,Poke 88,9951 W Hillsborough Ave,Tampa,FL,33615,28.003279,-82.596337,5.0,55,1,0,1,1,0,0,0,1,0,0,0,0,4,0,18028,7440,6638,53516,73973,43453
12380,f8WKIeT7HMAOedo54Nrd7Q,Edley's Bar-B-Que - Sylvan Park,4500 Murphy Rd,Nashville,TN,37209,36.14104986,-86.84049726,4.0,225,1,1,1,2,1,1,0,1,1,1,0,1,4,0,16513,5233,8829,61096,82024,35457
12381,iRvNycXC1IKQ2c_mF8Cugg,Craft House & Beer Garden,2310 W Marlton Pike,Cherry Hill,NJ,8002,39.92564716,-75.04736714,3.0,50,0,1,1,2,1,0,1,1,1,1,1,1,2,0,8684,4254,3080,85291,109609,22274
12382,W2uxKIa-YnW7KL9SbMzohQ,Stacked Pickle - Greenwood,172 Melody Ave,Greenwood,IN,46142,39.61405326,-86.15682293,3.0,102,1,1,1,2,1,1,1,1,1,1,0,0,3,0,12431,7441,3655,77155,94444,30413
12386,VP8HMhVt-pKmqGNmDW4-TQ,Nom Wah Philadelphia,218 N 13th St,Philadelphia,PA,19107,39.956593,-75.160772,4.0,414,1,0,1,2,1,1,1,1,1,1,1,1,2,0,7823,1743,5771,60676,91522,14875
12388,Ol4KW8Xx4lzPitSOw2ZdSA,Chili's,16420 State Rd 54,Odessa,FL,33556,28.18821906,-82.54513828,2.5,66,1,0,1,2,1,1,0,1,1,1,0,1,2,0,8310,5913,1538,112459,158971,22015
12389,yj9zyTN4Otqaz4WJIf5xpw,Corner Cantina,543 Indiana Ave,Indianapolis,IN,46202,39.77548072,-86.16629441,3.0,48,0,1,1,2,1,1,1,1,1,1,0,0,4,0,9714,1991,7113,50216,79733,16335
12394,qAiX2FQ40QprVpytMjBwkQ,Panda Express,745 Sparks Blvd #105,Sparks,NV,89434,39.5410286,-119.7161118,2.5,86,1,1,1,1,1,1,0,1,1,1,0,0,4,0,10651,5038,3923,68539,80202,25416
12395,O4pPFABZQztsj3svu7_WSg,Roslyn Pizza,2437 Susquehanna Rd,Abington,PA,19001,40.123296,-75.1367756,3.0,35,1,0,1,1,1,1,0,1,0,0,0,0,1,0,6132,3596,1574,88867,99983,17020
12396,4zEqYybRD1FQssLGaJnNZA,The Blockley,3801 Chestnut St,Philadelphia,PA,19104,39.955636,-75.198965,3.5,55,0,0,1,2,1,0,0,0,0,1,0,0,4,0,16508,2296,10575,28603,46430,51808
12397,GwtVBqKzW9j0zNQ7nYnT5g,AH Juice Organics,432 E Haley St,Santa Barbara,CA,93101,34.4217441,-119.689904,3.5,115,1,1,1,2,0,0,0,1,1,0,1,0,1,0,13296,4177,6819,62925,91126,31683
12399,TFzKrlAKIz7h_TAgLaDW0w,Saga,2955 E Speedway Blvd,Tucson,AZ,85716,32.2364159,-110.9284201,2.5,53,0,1,1,2,1,1,0,1,0,1,0,1,1,0,15259,3927,9170,42147,60003,32853
12400,0K8pNho9xlV0DxNhcg8eug,El Limon Flourtown,810 Bethlehem Pike,Flourtown,PA,19031,40.1122924,-75.2134022,4.0,69,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1648,889,523,113722,167372,4700
12401,3eJMsl41qwhcYlvoTF1ElQ,a.kitchen,135 S 18th St,Philadelphia,PA,19103,39.950323,-75.170538,3.5,441,1,1,1,3,1,0,1,1,1,1,1,1,4,0,15765,3571,11832,79110,134268,21908
12402,k6xc8FiZp2hppWcQJzNVpQ,CinCin Restaurant,7838 Germantown Ave,Philadelphia,PA,19118,40.069231,-75.199751,3.5,199,1,0,1,2,1,1,1,1,0,1,1,0,4,0,4651,2076,2235,85766,148898,9808
12403,JHxfEDW05_KSTfk-SLqXGw,Indian Twist,4660 E Camp Lowell Dr,Tucson,AZ,85712,32.2648159,-110.8930879,4.5,383,1,1,1,2,1,1,1,1,1,1,1,1,4,0,16384,4093,9558,37524,53990,32666
12404,j4DHb4tmK3QlK0gqpdnMeA,Growlers,736 S 8th St,Philadelphia,PA,19147,39.9404603,-75.1561091,4.0,127,0,1,1,2,1,0,0,1,1,1,0,0,4,0,18239,6207,10326,86147,128426,36228
12405,ozmGkbbr2hiFjsuMMkhhVw,Vic & Dean's Pizzeria Grill,409 W Wayne Ave,Wayne,PA,19087,40.0401313,-75.3967998,4.0,68,1,1,1,2,1,1,0,1,0,1,1,0,1,0,11749,7202,3478,144022,196760,32225
12406,1ap4i9AtWHttUdCiUcXsOQ,Vietnam House,901 Race St,Philadelphia,PA,19107,39.9552967,-75.1545468,3.5,87,1,0,1,2,1,1,0,1,0,1,0,0,1,0,7823,1743,5771,60676,91522,14875
12407,h2kkHQGhtVuFvMBlMY8NLw,Pitchers Pub,4326 Main St,Philadelphia,PA,19127,40.0250055,-75.2230546,3.5,89,1,0,1,1,1,0,0,1,0,1,0,0,3,0,2678,639,1962,74936,104604,5913
12408,Sw8uw0pmocFqzBhq0AP5Bw,Yogi's Indian Cafe & Market,2537 N Stone Ave,Tucson,AZ,85705,32.253341,-110.972566,4.5,75,0,0,1,1,1,1,1,1,1,1,0,0,1,0,24304,6115,12791,30885,42888,57521
12409,leBpyQruds138tREAfRvzA,Libbys Restaurant,227 W 8th St,Wilmington,DE,19801,39.744379,-75.5513127,4.0,47,0,0,0,1,1,1,0,1,1,1,0,0,4,0,7031,870,4041,33410,49965,16286
12411,gDc_CGQD__1IqL79TaUKrg,ShopRite of Christina Crossing,501 S Walnut St,Wilmington,DE,19801,39.73161682,-75.5545716,2.5,31,0,0,1,2,0,0,0,0,0,0,0,0,1,0,7031,870,4041,33410,49965,16286
12414,w9grvGu-5bHNucOeReHzfA,Urban Grub,2506 12th Ave S,Nashville,TN,37204,36.1249635,-86.7891047,4.0,1278,1,1,1,3,1,0,1,1,1,1,0,1,4,0,6080,2403,3122,89954,148770,12031
12415,NDzQFHW671hbB-aArOy12A,Chapati,"4930 Lafayette Rd, Ste G",Indianapolis,IN,46254,39.84257417,-86.25445566,4.5,636,1,1,1,2,1,1,1,1,1,1,1,0,4,0,15672,4929,6951,46693,66661,38095
12416,17AnbEkqAiE66YFTDYFvgw,Buffalo Wild Wings,3223 East Louise Dr,Meridian,ID,83646,43.6027865,-116.3540946,2.5,176,1,1,1,2,1,1,0,1,1,1,1,1,3,0,23299,14659,5346,79706,104342,47098
12418,SomxYwIszXDgOgg7SuWG_g,Maggie on the Move,,St. Petersburg,FL,33701,27.79261727,-82.72499084,4.0,31,0,0,1,1,0,1,0,1,0,0,0,0,1,0,9120,2230,6371,46786,87867,15014
12419,31oc95cX9zQPHVvRMvSFCQ,China Moon,3979 Nolensville Pike,Nashville,TN,37211,36.0842504,-86.7291158,3.5,35,1,0,1,1,1,1,0,1,0,0,0,0,1,0,29353,11228,13064,59075,75023,74755
12420,Pm8R9r7qBJ1XIHGEDUWpqA,Township Line Pizza,4302 Township Line Rd,Drexel Hill,PA,19026,39.9593246,-75.3142214,4.5,52,1,0,1,1,1,1,0,1,0,1,1,0,4,0,11854,5471,4066,73762,98812,30738
12423,G_VpU7J9do8ZRCLIblDBZA,Han-Wool,3608 Chestnut St,Philadelphia,PA,19104,39.9547256,-75.1951003,2.0,46,1,0,1,2,1,1,1,1,0,1,0,0,4,0,16508,2296,10575,28603,46430,51808
12424,ix9asbNyNtvykHR6Yx2Y1g,Firehouse Subs,2830 N Eagle Rd,Meridian,ID,83646,43.6303699,-116.3538337,3.5,44,1,0,1,1,1,1,0,1,1,1,0,0,4,0,23299,14659,5346,79706,104342,47098
12427,Q2mR4I8LdkYE-Tw7_-s-vw,Tal's Hummus,4800 Magazine St,New Orleans,LA,70115,29.92029753,-90.10625605,4.0,192,1,1,1,2,1,1,0,1,1,1,1,0,4,0,14847,5248,8000,77961,119724,31695
12428,CG_NAd2OggmVEQjFOYsuTA,Martha's Family Restaurant,12019 US Hwy 92,Seffner,FL,33584,28.00287008,-82.29522955,4.5,289,1,0,1,1,1,1,0,1,1,1,1,0,4,0,9440,4375,3033,54970,74278,25392
12429,xTtWhx2vqyWoUDAKLgSAHw,Guresu,3625 E 96th St,Indianapolis,IN,46240,39.926291,-86.105014,3.0,90,0,0,1,2,1,1,1,1,1,1,0,0,1,0,10165,3497,6021,56744,97368,18731
12430,aF7RIFJwdjv21eVYgMqJFw,Rosey's BBQ,505 Old York Rd,Jenkintown,PA,19046,40.098884,-75.1258855,3.5,60,0,0,1,2,1,1,0,1,0,1,0,0,4,0,7312,3914,2315,104193,142602,17809
12435,G3qHuySzimTTf1_6uBxF2g,Chipotle Mexican Grill,3340 W 86th St,Indianapolis,IN,46268,39.91217974,-86.21840177,3.5,60,1,1,1,1,1,1,0,1,1,1,1,0,4,0,10741,3523,5809,52458,65237,24965
12436,mgBZjhn2uwOcd8hHhjck9g,Laser Ops Extreme Gaming Arcade - Tampa,6283 W Waters Ave,Tampa,FL,33634,28.02806958,-82.54767848,4.0,45,0,0,1,1,1,0,0,1,1,0,1,1,1,0,7544,3838,2422,60237,83180,20225
12437,jssubXBNkiSJIhbKuDtmpQ,Sushi Teri House,1013 Bath St,Santa Barbara,CA,93101,34.4185472,-119.7059044,3.5,203,0,1,1,2,1,1,1,1,0,1,0,0,4,0,13296,4177,6819,62925,91126,31683
12438,mbzBcAAR1Hx4G2jWRxJRew,Cross Culture Restaurant,208 Kings Hwy E,Haddonfield,NJ,8033,39.8977759,-75.0317496,4.0,167,1,1,1,2,1,1,1,1,0,1,1,0,1,0,6003,3701,1830,128134,178029,16261
12440,v9f1_c_vCwenKwBYRCbquA,Long Island Pizza Company,7130 Big Bend Rd,Gibsonton,FL,33534,27.79226539,-82.37107039,3.5,48,1,0,1,2,1,1,0,1,0,1,0,0,4,0,5058,2473,1369,66295,68926,12839
12442,i_ebZdLk-SePyN6VQYdL-g,Fattoush,182 Lancaster Ave,Malvern,PA,19355,40.0408405,-75.5385422,4.5,254,1,0,1,2,1,1,1,1,1,1,1,0,4,0,10090,6457,2800,133686,187043,24760
12446,Mei_c_5J6XQmaXgpfrmLGQ,Fushia Asian Bistro & Hot Pot Buffet,15317 Amberly Dr,Tampa,FL,33647,28.0892554,-82.4044118,4.0,216,1,0,1,2,1,1,1,1,1,1,1,0,1,0,25565,14474,7443,89270,120593,55034
12447,ogXegpVS-fwnaF78pzDUcQ,La Metzicana,"4825 E 96th St, Ste 1500",Indianapolis,IN,46240,39.9258087,-86.0876856,4.5,89,0,1,1,1,1,1,0,1,1,1,0,0,4,0,10165,3497,6021,56744,97368,18731
12448,_P6AQUbyQltYRcQNrQ8plw,Bee Coffee Roasters,"5510 Lafayette Rd, Ste 140, The Roastery Cafe",Indianapolis,IN,46254,39.8515318,-86.263116,4.5,140,0,1,1,1,1,1,0,1,1,1,1,0,4,0,15672,4929,6951,46693,66661,38095
12450,2o4CRQ-FreATtbnhlLKWew,The Pizza Place,1648 S 7th St,Philadelphia,PA,19148,39.9278575,-75.1572629,3.0,46,1,0,1,1,1,1,0,1,1,1,0,0,1,0,19493,7020,7959,60226,75581,49732
12451,ssr49VxAlvrBo7F7izQvXA,The Pub,7600 Kaighn Ave,Pennsauken,NJ,8109,39.93377664,-75.08454564,3.0,370,0,0,1,3,1,1,1,1,0,1,0,1,4,0,8359,3715,2517,68755,80315,22407
12452,Hr_zdqPZ9VkGjKNv4UIQRg,Yard House,160 N Gulph Rd,King of Prussia,PA,19406,40.087924,-75.39520126,3.5,554,1,1,1,2,1,1,0,1,1,1,0,1,4,0,11438,5682,4700,97305,114751,23441
12455,ZU0uAVRAACXmpy646M-8yQ,Privé,246 Market St,Philadelphia,PA,19106,39.9499982,-75.1455526,3.5,35,0,1,1,3,1,0,1,0,0,1,0,1,1,0,7625,2113,5180,116368,162885,11740
12457,Kyey3rqsPuNOgGlXuiqezQ,Chipotle Mexican Grill,3696 W Gandy Blvd,Tampa,FL,33611,27.89343931,-82.505866,2.0,100,1,1,1,1,1,1,0,1,1,1,0,0,4,0,16269,6087,8484,66495,103942,29478
12459,vOhHc9nR2S6ptKFV1OvtYg,Wings Over Broadway,8838 E Broadway Blvd,Tucson,AZ,85710,32.21988493,-110.8038008,3.0,85,1,0,1,2,1,1,0,1,1,1,0,0,1,0,24780,8081,12342,46055,59440,54439
12460,WXLpEC9h4tlI57Wy26cdrw,Choice Greens,4205 N Campbell Ave,Tucson,AZ,85710,32.2834162,-110.9443462,4.0,42,0,1,1,1,1,1,0,1,1,1,0,0,4,0,24780,8081,12342,46055,59440,54439
12462,ZfAILO2iad90fCDtratcKg,Machi Sushi Bar,209 S 20th St,Philadelphia,PA,19103,39.9499924,-75.1737316,3.5,186,1,0,1,2,1,1,1,1,1,0,0,0,1,0,15765,3571,11832,79110,134268,21908
12463,dhhq9NKmFAk7BxR6nuTfvQ,Sushi on the Rocks,235 S Meridian St,Indianapolis,IN,46225,39.7633514,-86.1580764,3.0,57,0,0,1,2,1,0,1,1,0,1,0,1,4,0,2163,516,1141,35694,47294,7319
12464,K8tLlUcLvCY4VZ-ITQ1sxA,Penne Restaurant & Wine Bar,3600 Sansom St,Philadelphia,PA,19104,39.95341585,-75.19599765,2.5,85,0,1,1,3,1,0,1,1,0,1,0,1,4,0,16508,2296,10575,28603,46430,51808
12465,h8DlM-VbvCNzpsTqihgUAw,Jack in the Box,501 N Milpas St,Santa Barbara,CA,93103,34.4262971,-119.6856795,1.5,41,1,0,1,1,1,1,0,0,0,1,0,0,3,0,8194,3426,3314,84853,132474,20249
12466,#NAME?,Super Burrito,500 E Plumb Ln,Reno,NV,89502,39.5055365,-119.7960028,3.5,226,1,1,1,1,1,1,0,1,0,1,0,0,4,0,18616,6344,8448,48782,65655,43566
12467,gBIN-yMeTK6nqAa_IMr6Kg,Maple Street Biscuit Company - Bloomingdale,127 W Bloomingdale Ave,Brandon,FL,33511,27.8931785,-82.287229,4.0,222,1,1,1,2,1,0,0,1,1,1,1,0,4,0,22334,9691,7955,61149,79120,52003
12468,doN8QSdGtlIAW7BP8afZEg,McDonald's,109 E Hwy 50,O'Fallon,IL,62269,38.5845491,-89.9091629,1.5,45,1,1,1,1,0,1,0,1,1,0,0,0,1,0,12419,7397,3198,86493,112975,31348
12470,E0qpZQLChtbEYSNj3OYrIQ,Country Butcher,145 S Walnut St,Kennett Square,PA,19348,39.8469756,-75.7035744,4.0,39,0,0,1,2,1,1,0,1,1,0,1,0,4,0,8940,5306,2316,96729,143491,22232
12472,e8VlQHJYDyfMo5J--qyY9g,Krispy Kreme,3113 W Kennedy Blvd,Tampa,FL,33609,27.9450867,-82.4939328,3.0,87,1,1,1,1,0,1,0,1,1,0,0,0,4,0,8497,3215,4322,85174,140410,15999
12473,fRjCxfK4IgAXDfsVg-JrGQ,Yats,"5650 W 86th St, Ste 132",Indianapolis,IN,46278,39.91220415,-86.26145015,4.5,157,1,1,1,1,1,1,0,1,1,1,0,0,4,0,3427,1768,1089,131430,151217,8197
12474,UG9yclkxBcsHFb9U2Q_WdQ,China Legend,4537 Gunn Hwy,Tampa,FL,33624,28.0499397,-82.5186371,4.5,30,0,0,1,1,1,1,1,1,1,0,0,0,1,0,15043,7421,5070,71668,89008,37457
12475,eTrIVMySUFERsxo2ajRaWg,Govinda's Natural Foods Buffet,711 E Blacklidge Dr,Tucson,AZ,85719,32.261578,-110.96023,4.0,184,1,1,1,2,1,1,1,1,1,1,1,0,1,0,18119,3526,12170,34013,48571,43989
12476,8WBe-jXE19b21yevU1bh4A,Chipotle Mexican Grill,3580 Horizon Blvd,Trevose,PA,19053,40.1373631,-74.96464818,2.5,131,1,1,1,1,1,1,0,1,1,1,0,0,4,0,9936,5999,2537,83636,101979,25966
12477,wEdzUMaLE2ebYoe7Z0XGaA,Grimaldi's Pizzeria,253 Westshore Plz,Tampa,FL,33609,27.94628,-82.52873,4.0,480,0,1,1,2,1,1,1,1,1,1,0,1,4,0,8497,3215,4322,85174,140410,15999
12478,ex9WgKT2ET63hgVwkqGQWw,C & A Seafood,1429 S Norman C Francis Pkwy,New Orleans,LA,70125,29.95649299,-90.10591992,3.5,65,0,1,1,1,1,1,0,1,1,1,0,0,1,0,6237,1680,3072,52481,75703,14479
12482,eLAd1Jw-g1NKymBx1XPDoA,Stogie Joe's Tavern,1801 E Passyunk Ave,Philadelphia,PA,19148,39.927559,-75.166057,3.5,295,1,1,0,2,1,0,0,1,1,1,0,0,3,0,19493,7020,7959,60226,75581,49732
12485,Z_FtI-OLtbwznGqteCXGfQ,Mei Mei,1523 W St Marys Rd,Tucson,AZ,85745,32.228301,-110.996862,4.0,113,1,1,1,1,1,1,1,1,1,1,0,0,1,0,16596,5729,7467,54996,75437,37006
12486,e57HVMhbHJ37nQ363YAaYw,Roosevelt Pub,2220 Walnut St,Philadelphia,PA,19103,39.95099024,-75.17836083,3.0,37,0,0,1,1,1,0,0,1,0,1,0,1,1,0,15765,3571,11832,79110,134268,21908
12487,KC1E05ak1gqLv8CEBZvQkg,Pholicious,"28211 Paseo Dr, Ste 180",Wesley Chapel,FL,33543,28.18886,-82.347274,2.5,62,1,0,1,1,1,0,0,1,0,1,0,0,1,0,9822,5932,2307,84375,99790,21898
12488,j0rlSVLbW1vCnMtfFsGmYQ,Panda Express,"3587 East Broadway Road, Suite A125",Tucson,AZ,85716,32.2219894,-110.9163421,2.0,65,1,1,1,1,1,1,0,1,0,1,0,0,4,0,15259,3927,9170,42147,60003,32853
12489,e7NPtfoNcTbL-ceQBsO0PQ,Three Corners Coffee,5307 Centennial Blvd,Nashville,TN,37209,36.1644184,-86.8529587,4.5,31,0,1,1,1,1,1,0,1,1,1,1,1,1,0,16513,5233,8829,61096,82024,35457
12492,avivi8rQFEaR9iH_CZ1iBA,Henrietta Red,1200 4th Ave N,Nashville,TN,37208,36.17607,-86.7866964,4.0,422,1,1,1,3,1,0,1,1,1,1,0,1,4,0,8415,1787,4760,47903,74491,16067
12494,CL1kpAsyhhb19w0aWDOLuw,Old City Beer Garden,240 Market St,Philadelphia,PA,19106,39.949699,-75.145341,4.0,42,0,1,1,1,1,0,1,0,1,1,1,1,4,0,7625,2113,5180,116368,162885,11740
12497,Tizsgdt273hIdZl2IHM8vQ,Christopher's Deli & Caterers,516 High St,Mount Holly,NJ,8060,40.004902,-74.796288,4.0,73,1,0,1,1,1,1,0,1,1,1,0,0,2,0,9088,4894,2785,93377,109619,24713
12498,X4kLBCoQeS-x6zVH7fnOvw,Wok & Roll,3000 W Ina Rd,Tucson,AZ,85741,32.3378308,-111.0323951,3.5,239,1,0,1,2,1,1,0,1,1,1,0,0,2,0,13989,5663,5499,63092,73330,32998
12500,cHrzPYXVLd1BEXWqi6Ug6Q,Ark Brewery,106 Ark Rd,Lumberton,NJ,8048,39.94170907,-74.85284887,3.0,35,0,1,0,2,0,0,0,0,1,0,0,0,1,0,4735,2504,1429,106581,130724,12495
12501,c-oGZZ81FYvclXAYIs0mqg,Dirtbag's,1800 E Speedway Blvd,Tucson,AZ,85719,32.235782,-110.945105,2.5,67,1,1,1,1,1,0,0,1,1,1,0,0,4,0,18119,3526,12170,34013,48571,43989
12502,JatuIx03NAAfBykG6VVJsQ,Sweet Things & Grill,1011 Veterans Memorial Blvd,Metairie,LA,70005,30.00200864,-90.13340475,3.5,51,1,1,1,1,1,1,0,1,1,0,0,0,2,0,11705,5160,5209,64235,101259,24339
12504,RdIffoaCKPkct-1EjP3JCw,Panera Bread,"101 W Germantown Pike, Ste 5",Norristown,PA,19401,40.146365,-75.319306,2.5,69,1,0,1,1,1,1,0,1,1,1,0,0,4,0,16282,5371,6383,58782,75523,41753
12506,Apq-ft7x_q_7X8EhnGbTMQ,ChopHouse Grille,301 N Pottstown Pike,Exton,PA,19341,40.033667,-75.630822,4.0,117,0,1,1,2,1,1,1,1,1,1,1,1,4,0,7825,4563,2392,107338,135072,16709
12508,IXllQQM7LG9NC7uNQ8un1g,Shogun,2325 Veterans Blvd,Metairie,LA,70002,30.003374,-90.148616,4.0,298,1,1,1,2,1,1,1,1,0,1,0,0,4,0,8954,3438,4225,56361,81822,18879
12509,Ja71uQevLo7kWL8-yZtTTw,West Coast Taco Shop,1511 Columbia Ave,Franklin,TN,37064,35.9087342,-86.874115,4.0,35,1,1,1,1,1,0,0,1,0,0,1,0,1,0,21795,14497,4934,105342,134928,48118
12511,fgAhcqxGZHcC7RtXxYwFeQ,The Sub House,4691 Trousdale Dr,Nashville,TN,37204,36.08092108,-86.75848234,4.0,50,0,0,1,1,1,1,0,1,1,1,1,0,1,0,6080,2403,3122,89954,148770,12031
12512,0OVhJp8cS3fWFLa35SESOQ,Jackson Tavern,2900 N Swan Rd,Tucson,AZ,85716,32.2596958,-110.8924732,3.0,77,0,1,1,2,1,1,0,1,1,1,1,1,2,0,15259,3927,9170,42147,60003,32853
12513,uL5RvINWRpb5tLsuVBkGKQ,Quitutes Cuisine & Bar,6617 W Judge Perez Dr,Arabi,LA,70032,29.96254193,-90.00257512,4.5,38,1,1,1,2,1,0,1,1,1,0,1,1,1,0,1542,636,633,48621,59653,3635
12514,TjWKL-0U5AHZ7AQOsrP0Ew,Brio Italian Grille,901 Haddonfield Rd,Cherry Hill,NJ,8002,39.92652496,-75.03337633,3.5,205,1,1,1,2,1,1,1,1,1,1,0,1,4,0,8684,4254,3080,85291,109609,22274
12517,tVrv3if79QDhZXKX-rJpqA,Papa John's,1109 S Broad St,Philadelphia,PA,19147,39.9374369,-75.1665332,2.5,33,1,0,1,1,1,1,0,1,1,0,0,0,2,0,18239,6207,10326,86147,128426,36228
12519,KbB46s78-nkFqwWB0UbLxg,Lily Asian Cuisine Sushi & Grill,104 W State St,Kennett Square,PA,19348,39.8465315,-75.7118798,4.0,179,1,1,1,2,1,1,1,1,0,1,0,0,4,0,8940,5306,2316,96729,143491,22232
12520,1Y70y4jdXifycFKMeatDlg,The Crazy Sofa,4755 N Crum Creek Rd,Newtown Square,PA,19073,39.97717868,-75.43767495,3.0,57,0,1,1,2,1,0,0,1,1,1,1,1,4,0,7920,4693,2558,113430,168382,18332
12522,dT_knPUzLKzfh2extWQPsA,Dunkin',17691 Gunn Highway,Odessa,FL,33556,28.128511,-82.574604,2.0,37,1,1,1,1,0,0,0,1,1,0,0,0,1,0,8310,5913,1538,112459,158971,22015
12523,DY4jLULHKBrjfKeO_H1Qgw,South Of Chicago Pizza,619 Virginia Ave,Indianapolis,IN,46203,39.7583596,-86.14653,3.5,326,1,1,1,2,1,1,0,1,1,1,0,0,4,0,14085,4662,6134,41321,58332,38950
12529,5l6Qn2vWqHXKObhlkKLQGQ,Whiskey Wings,4013 Tampa Rd,Oldsmar,FL,34677,28.0372389,-82.657172,3.5,88,1,1,0,2,1,1,1,1,0,1,0,0,4,0,8566,4188,2925,69861,100486,20842
12531,2XFRm3DSYm6ULx0oPTpQCg,New Bamboo Express,5322 Kelly Rd,Tampa,FL,33615,27.9957913,-82.5651459,3.5,53,1,0,1,2,1,1,0,1,0,1,1,0,2,0,18028,7440,6638,53516,73973,43453
12532,-81BXpO5Fuk-RqCabS7LMw,Big Storm Brewery- Clearwater,12707 49th St N,Clearwater,FL,33762,27.887477,-82.699619,4.0,273,1,1,1,2,0,1,1,1,1,0,1,1,4,0,2633,1124,1313,67134,96260,8499
12533,n7XtDJQVnxb1UzPPzlOlHQ,El Diablo Burritos,1826-1828 Marsh Rd,Wilmington,DE,19810,39.80406886,-75.50458074,4.5,171,0,0,1,1,1,1,0,1,1,1,1,0,4,0,10048,5367,3141,92992,115325,25011
12535,IcLm9Z1zphLnzUvrFK6aiA,Erawan Thai Cuisine,123 S 23rd St,Philadelphia,PA,19103,39.951799,-75.178213,3.5,411,1,0,1,2,1,1,0,1,1,1,0,0,4,0,15765,3571,11832,79110,134268,21908
12536,E7SlvdbroVK7Nr6UO2ZDbQ,The Blind Onion Pizza & Pub,6405 S Virginia St,Reno,NV,89511,39.46707105,-119.7848056,3.5,183,1,1,1,2,1,1,0,1,1,1,0,1,4,0,11651,6956,3398,106071,157438,25011
